"sp","mean_baseline","mean_current","per_change","p.yr","mu.psi","r","case","actual.change"
"31",0.667046783625731,0.676374269005848,1.39832551615307,"-0.5","0","5","all",21.6510637800793
"32",0.600447239692523,0.5479035639413,-8.75075648247287,"-0.5","0","5","all",5.2717591513071
"33",0.594846153846154,0.638705128205128,7.37316263632055,"-0.5","0","5","all",-1.83096783837023
"34",0.677619047619048,0.470909090909091,-30.5053344406823,"-0.5","0","5","all",-19.2779289569977
"35",0.585333333333333,0.739794871794872,26.3886455230419,"-0.5","0","5","all",4.90600810348978
"36",0.612153635116598,0.543347050754458,-11.240084255815,"-0.5","0","5","all",7.01257605363674
"37",0.666132542037587,0.551790306627102,-17.1650877557687,"-0.5","0","5","all",-1.43337042721275
"38",0.748150470219436,0.654555903866249,-12.5101259811726,"-0.5","0","5","all",-1.31894562541144
"39",0.651439024390244,0.529975609756098,-18.6454004268224,"-0.5","0","5","all",10.1146756069301
"4",0.625699300699301,0.651212121212121,4.07748905653349,"-0.5","0","5","all",17.1868785657474
"40",0.618305462653289,0.603188405797101,-2.44491724063324,"-0.5","0","5","all",2.41840364119743
"41",0.557491749174918,0.53992299229923,-3.15139316441709,"-0.5","0","5","all",9.64329605064461
"42",0.695956160241875,0.460483749055178,-33.8343741515069,"-0.5","0","5","all",-23.9303425155286
"43",0.682234042553192,0.504219858156028,-26.0928322677894,"-0.5","0","5","all",-5.14895125052728
"44",0.575541310541311,0.572635327635328,-0.504913001509783,"-0.5","0","5","all",-7.28801424386151
"45",0.650481099656357,0.588831615120275,-9.4775212636695,"-0.5","0","5","all",-0.0239276803418168
"46",0.672742424242424,0.607075757575758,-9.76104141798608,"-0.5","0","5","all",1.25944749814153
"47",0.636984785615491,0.604453665283541,-5.1070482477092,"-0.5","0","5","all",-4.57979611669563
"48",0.627625368731563,0.542433628318584,-13.5736610814749,"-0.5","0","5","all",-7.02648436092411
"49",0.658475783475784,0.480890313390313,-26.9691725256896,"-0.5","0","5","all",-14.541092859535
"5",0.620072463768116,0.521190476190476,-15.9468438538206,"-0.5","0","5","all",6.03411344079521
"50",0.626213768115942,0.518894927536232,-17.137732519455,"-0.5","0","5","all",-0.599441616728891
"51",0.623333333333333,0.558469945355191,-10.405891119488,"-0.5","0","5","all",13.3965024323883
"52",0.53376026272578,0.607931034482759,13.8958961422507,"-0.5","0","5","all",3.63940022289393
"53",0.7104,0.581466666666667,-18.1493993993994,"-0.5","0","5","all",-7.67925969314739
"54",0.615433789954338,0.548097412480974,-10.9412870356631,"-0.5","0","5","all",-4.20539099271544
"55",0.600488215488216,0.556077441077441,-7.39577784630913,"-0.5","0","5","all",0.262159997203644
"56",0.693831300813008,0.565497967479675,-18.4963309068006,"-0.5","0","5","all",-5.88751392738141
"57",0.642121863799283,0.516064516129032,-19.6313744753059,"-0.5","0","5","all",-2.38114147574603
"58",0.673867684478372,0.5689631043257,-15.5675338896651,"-0.5","0","5","all",-3.60827842721825
"59",0.576560283687943,0.540088652482269,-6.3257272895012,"-0.5","0","5","all",0.779012658810344
"6",0.583975694444444,0.628854166666667,7.6849897434373,"-0.5","0","5","all",11.1792074546878
"60",0.710618034447822,0.519204660587639,-26.9361829536057,"-0.5","0","5","all",-21.1133356801726
"61",0.633926553672316,0.568396892655367,-10.3371061895638,"-0.5","0","5","all",-4.84415157563206
"62",0.720224719101124,0.44374531835206,-38.3879355174207,"-0.5","0","5","all",-5.69297673204765
"63",0.705469483568075,0.452323943661972,-35.8832728845706,"-0.5","0","5","all",-6.4171964940421
"64",0.495555555555556,0.607724867724868,22.6350629938074,"-0.5","0","5","all",8.36828777999026
"65",0.691614401858304,0.557711962833914,-19.3608517498489,"-0.5","0","5","all",1.2336902130322
"66",0.649986394557823,0.588598639455782,-9.44446770209738,"-0.5","0","5","all",13.4126049604084
"7",0.636706296785557,0.56966094231616,-10.530028493181,"-0.5","0","5","all",8.78913003962071
"8",0.605574855252275,0.535012406947891,-11.6521430327533,"-0.5","0","5","all",-4.44778588434034
"9",0.606415094339623,0.518490566037736,-14.4990665836963,"-0.5","0","5","all",-13.1593852185296
"1",0.563306233062331,0.487018970189702,-13.5427691715578,"-1","0","5","all",8.26159286978471
"10",0.729793702497286,0.454212812160695,-37.761478263457,"-1","0","5","all",-0.981969809118567
"11",0.599025423728814,0.557161016949153,-6.98875291787507,"-1","0","5","all",20.9236889875723
"12",0.705078787878788,0.599175757575758,-15.0200278498857,"-1","0","5","all",8.53253608527978
"13",0.650819209039548,0.636751412429378,-2.16155215070099,"-1","0","5","all",18.5604973161248
"14",0.783565634218289,0.622075958702065,-20.6095913940038,"-1","0","5","all",2.29546261152414
"15",0.774853442399455,0.396162235855487,-48.8726236243193,"-1","0","5","all",-7.36155065774075
"16",0.714865718799368,0.489210110584518,-31.5661532341827,"-1","0","5","all",3.9271000267051
"17",0.664729493891798,0.487582897033159,-26.6494263435638,"-1","0","5","all",7.96513830577256
"18",0.64580701754386,0.529070175438596,-18.0761185515199,"-1","0","5","all",12.8869501681861
"19",0.697438478747204,0.504217002237137,-27.7044474026078,"-1","0","5","all",-0.291117124844992
"2",0.767393617021277,0.417056737588652,-45.6528268755343,"-1","0","5","all",5.93402054920899
"20",0.735775729646697,0.47652841781874,-35.2345560450114,"-1","0","5","all",9.88736652818588
"21",0.696342105263158,0.483210526315789,-30.6073088696572,"-1","0","5","all",-3.76578380794967
"22",0.634451345755694,0.42407867494824,-33.1582038898316,"-1","0","5","all",-18.7531639810064
"23",0.653937007874016,0.435695538057743,-33.3734697973109,"-1","0","5","all",-10.3034556414633
"24",0.714968553459119,0.534559748427673,-25.2331104855735,"-1","0","5","all",3.68280925442375
"25",0.680846774193548,0.520228494623656,-23.5909584443786,"-1","0","5","all",-9.284616323885
"26",0.710401002506266,0.502844611528822,-29.2167930852002,"-1","0","5","all",-17.4275900870376
"27",0.727601410934744,0.398359788359788,-45.2502726942189,"-1","0","5","all",-8.03964409227641
"28",0.620290697674419,0.48468992248062,-21.8608429406067,"-1","0","5","all",6.30722537460881
"29",0.764281230382925,0.449485247959824,-41.188501026694,"-1","0","5","all",-4.29125474996461
"3",0.69593783494105,0.446516613076099,-35.8395835579307,"-1","0","5","all",1.61068798305614
"30",0.88,0.281066666666667,-68.060606060606,"-1","0","5","all",-5.81370005758137
"31",0.699477911646586,0.498674698795181,-28.7075845438365,"-1","0","5","all",-0.0330911470950708
"32",0.690442367601246,0.476660436137072,-30.9630378284724,"-1","0","5","all",-9.59129276571341
"33",0.700909090909091,0.524466403162055,-25.1734055151413,"-1","0","5","all",-3.79053663082969
"34",0.70869395711501,0.497992202729045,-29.7309935086368,"-1","0","5","all",-6.56425102251648
"35",0.594848484848485,0.546969696969697,-8.04890473764645,"-1","0","5","all",-7.76373609923728
"36",0.711268011527378,0.632372718539866,-11.0922031792337,"-1","0","5","all",10.8012178035677
"37",0.613744292237443,0.556472602739726,-9.3315229521613,"-1","0","5","all",7.32755966685491
"38",0.631724137931034,0.503218390804598,-20.3420669577875,"-1","0","5","all",4.56638668240359
"39",0.648006802721088,0.557945578231293,-13.898191209045,"-1","0","5","all",8.92619103984264
"4",0.675530973451327,0.487492625368732,-27.8356367764896,"-1","0","5","all",2.84029581810529
"40",0.744248995983936,0.559622489959839,-24.8070883562309,"-1","0","5","all",-0.0331443554193897
"41",0.688019801980198,0.579130913091309,-15.8264178698774,"-1","0","5","all",2.13143545234619
"42",0.713769123783032,0.605294390356977,-15.1974538841257,"-1","0","5","all",2.08887402405877
"43",0.755355191256831,0.577896174863388,-23.4934529407509,"-1","0","5","all",-1.5261200094686
"44",0.70522349936143,0.461034482758621,-34.6257628714754,"-1","0","5","all",0.933845183717105
"45",0.682777777777778,0.461717171717172,-32.3766550780383,"-1","0","5","all",5.0444350064638
"46",0.704870689655172,0.545316091954023,-22.636009702603,"-1","0","5","all",-6.56847669538925
"47",0.703169191919192,0.524734848484849,-25.375733960604,"-1","0","5","all",-8.0053497752014
"48",0.762572877059569,0.428276299112801,-43.8379842770954,"-1","0","5","all",-8.82722065321317
"49",0.718356807511737,0.444527162977867,-38.1188904553391,"-1","0","5","all",-14.1243526212427
"5",0.713414918414918,0.405559440559441,-43.1523745731976,"-1","0","5","all",-8.85211064249729
"50",0.728149224806202,0.564912790697674,-22.4179918823608,"-1","0","5","all",-2.18262484566597
"51",0.775211267605634,0.440845070422535,-43.1322674418605,"-1","0","5","all",-5.07563168223962
"52",0.672128851540616,0.472478991596639,-29.7041050218796,"-1","0","5","all",-1.85791841155655
"53",0.671710526315789,0.553728070175439,-17.5644792686908,"-1","0","5","all",6.52311024274379
"54",0.661718213058419,0.479656357388316,-27.5135022850021,"-1","0","5","all",-1.0691078215499
"55",0.702986666666667,0.493493333333333,-29.8004703740232,"-1","0","5","all",4.1342793452509
"56",0.560735294117647,0.504460784313726,-10.0358422939068,"-1","0","5","all",-5.99126029656137
"57",0.693776081424936,0.56030534351145,-19.2383020238104,"-1","0","5","all",0.371797972240646
"58",0.679278350515464,0.490790378006873,-27.7482673142106,"-1","0","5","all",10.1948202802753
"59",0.71439121756487,0.537724550898204,-24.7296806459724,"-1","0","5","all",-0.881287581291144
"6",0.726820987654321,0.513240740740741,-29.3855365408298,"-1","0","5","all",-2.4542265741019
"60",0.681525096525097,0.499034749034749,-26.7767611817693,"-1","0","5","all",2.5889043869392
"61",0.644778012684989,0.529499647639183,-17.8787680066452,"-1","0","5","all",11.2563109875599
"62",0.771631944444444,0.474618055555556,-38.4916527921523,"-1","0","5","all",-5.70599698274603
"63",0.712048611111111,0.348159722222222,-51.104500902131,"-1","0","5","all",-13.4413199989203
"64",0.740567375886525,0.496832151300236,-32.9119581178574,"-1","0","5","all",-2.1437447752071
"65",0.703523035230352,0.45630081300813,-35.1406009244992,"-1","0","5","all",-0.952924037639266
"66",0.623025210084034,0.455854341736695,-26.8321194137218,"-1","0","5","all",-9.80437770531233
"7",0.684652567975831,0.518957703927492,-24.2013061512664,"-1","0","5","all",2.94565219394218
"8",0.595732383214568,0.54535233570863,-8.45682540104463,"-1","0","5","all",11.433236266115
"9",0.738549848942598,0.572094662638469,-22.5381112111047,"-1","0","5","all",-2.03943672024209
"1",0.656050552922591,0.577266982622433,-12.0087651704874,"0","0","5","all",-20.2325050269785
"10",0.561078748651564,0.60950377562028,8.63070060755211,"0","0","5","all",5.92720369193323
"11",0.602460658082976,0.608140200286123,0.942724164133741,"0","0","5","all",3.57848300520764
"12",0.693119315141787,0.636923488496522,-8.10766998085592,"0","0","5","all",-5.52641388767231
"13",0.556996996996997,0.642237237237237,15.303536769463,"0","0","5","all",-3.47299201967331
"14",0.620511811023622,0.55251312335958,-10.9584840217414,"0","0","5","all",-10.9442506162725
"15",0.632901439645626,0.624424141749723,-1.33943413063639,"0","0","5","all",-3.11432344054372
"16",0.647370737073707,0.60005500550055,-7.3089079971451,"0","0","5","all",3.81165741446537
"17",0.493756145526057,0.638200589970501,29.2542069102858,"0","0","5","all",35.1834220738105
"18",0.545749128919861,0.605214866434379,10.8961671880653,"0","0","5","all",-0.0430777605536912
"19",0.633648790746583,0.619137749737119,-2.29007633587787,"0","0","5","all",0.401716731132323
"2",0.558324420677362,0.612263814616756,9.6609411914948,"0","0","5","all",-2.36057585714194
"20",0.634624226348364,0.711927497789567,12.1809518502006,"0","0","5","all",7.43895677176924
"21",0.595143603133159,0.64733681462141,8.76985171536369,"0","0","5","all",7.23698170065473
"22",0.607574171029668,0.557521815008726,-8.23806514620554,"0","0","5","all",2.45673753986467
"23",0.558822100789314,0.674590163934426,20.7164432082401,"0","0","5","all",12.7027151782595
"24",0.567247863247863,0.680051282051282,19.8860896817744,"0","0","5","all",5.76481581296745
"25",0.587910447761194,0.608898365316276,3.56991743130356,"0","0","5","all",-4.59401186993874
"26",0.65991643454039,0.642116991643454,-2.69722679498543,"0","0","5","all",5.59672167751079
"27",0.634319399785638,0.582015005359057,-8.2457503970802,"0","0","5","all",-7.59647870486282
"28",0.587066052227343,0.605652841781874,3.16604741221415,"0","0","5","all",12.8469829683543
"29",0.649633642930857,0.640345717234262,-1.42971747194179,"0","0","5","all",-7.08228574083273
"3",0.600859375,0.648828125,7.98335717071902,"0","0","5","all",-7.36504099947697
"30",0.690416666666667,0.688333333333333,-0.301750150875074,"0","0","5","all",-18.8333909506078
"31",0.641111111111111,0.543240740740741,-15.2657423454651,"0","0","5","all",-5.75518570329118
"32",0.594027491408935,0.567670103092784,-4.43706540477375,"0","0","5","all",-6.49898783233597
"33",0.696395759717314,0.558786808009423,-19.7601650767878,"0","0","5","all",-15.3212737179161
"34",0.616436781609195,0.612126436781609,-0.699235502517245,"0","0","5","all",0.236347916108668
"35",0.76991452991453,0.437179487179487,-43.2171403197158,"0","0","5","all",-13.4034393520961
"36",0.681731481481481,0.663833333333333,-2.62539557499286,"0","0","5","all",-0.913045095777637
"37",0.665890227576975,0.447858099062918,-32.7429536407865,"0","0","5","all",-13.1623999206157
"38",0.572456140350877,0.548947368421053,-4.10665032178977,"0","0","5","all",8.92322570083608
"39",0.621563372417644,0.643796761585706,3.57701083343813,"0","0","5","all",1.51586947241423
"4",0.623206951026856,0.523649289099526,-15.9750564019367,"0","0","5","all",-5.89597495983473
"40",0.625567567567568,0.517567567567568,-17.2643221290936,"0","0","5","all",-6.87596340010069
"41",0.598339719029374,0.608588761174968,1.71291355389541,"0","0","5","all",-2.55038816755787
"42",0.621095820591233,0.687609582059123,10.709098220074,"0","0","5","all",9.03351894419809
"43",0.562070707070707,0.533030303030303,-5.16668164255548,"0","0","5","all",-8.43141068934388
"44",0.598428571428571,0.599095238095238,0.111402880560204,"0","0","5","all",4.34028570075504
"45",0.555,0.642028985507246,15.6808982895939,"0","0","5","all",12.5790519602523
"46",0.59972972972973,0.603258258258258,0.588353112012427,"0","0","5","all",3.62657019216785
"47",0.58147859922179,0.598897535667964,2.99562812276944,"0","0","5","all",7.18593973140706
"48",0.560892018779343,0.570985915492958,1.79961496610028,"0","0","5","all",-0.244204916435959
"49",0.546603773584906,0.60219426974144,10.1701632595661,"0","0","5","all",-10.0591797335696
"5",0.579593650793651,0.649980952380952,12.1442499397498,"0","0","5","all",4.74586969203663
"50",0.613870523415978,0.599779614325069,-2.29542037830681,"0","0","5","all",11.2571222005924
"51",0.626180555555556,0.480208333333333,-23.3115226793834,"0","0","5","all",-5.4368402051258
"52",0.636355013550135,0.520840108401084,-18.152588207738,"0","0","5","all",-14.3586056935216
"53",0.588465608465608,0.572486772486772,-2.71533896781154,"0","0","5","all",-7.04443736144982
"54",0.564885844748859,0.655677321156773,16.0725352302428,"0","0","5","all",-3.90639722757837
"55",0.642694063926941,0.577819634703196,-10.0941385435169,"0","0","5","all",-16.9554949253477
"56",0.598016877637131,0.567834036568214,-5.04715538935536,"0","0","5","all",-11.0919173330888
"57",0.629199057714959,0.58083038869258,-7.68733971058986,"0","0","5","all",-9.4232444376181
"58",0.537063492063492,0.659704184704185,22.8354178701452,"0","0","5","all",9.45242779576717
"59",0.584798534798535,0.442893772893773,-24.2655809583464,"0","0","5","all",-19.9186707037072
"6",0.540078125,0.5805859375,7.50036163749458,"0","0","5","all",-7.34002112238689
"60",0.624893617021277,0.662828014184397,6.07053682896381,"0","0","5","all",0.906167554813312
"61",0.585549676660788,0.628412698412698,7.32013413385274,"0","0","5","all",3.709135313841
"62",0.512083333333333,0.716060606060606,39.832827871884,"0","0","5","all",-7.16991475807506
"63",0.551438240270728,0.621928934010152,12.7830622890457,"0","0","5","all",7.72140579770631
"64",0.477984496124031,0.630852713178295,31.9818358741486,"0","0","5","all",12.9190212111759
"65",0.582702331961591,0.641056241426612,10.014360036724,"0","0","5","all",-2.17187237689169
"66",0.593505477308294,0.632159624413146,6.51285431773237,"0","0","5","all",-8.35585689909477
"7",0.615224450811843,0.716692136262337,16.4927914221546,"0","0","5","all",9.97892733481059
"8",0.626275992438563,0.562753623188406,-10.1428715162491,"0","0","5","all",-20.3844432818789
"9",0.552378640776699,0.605922330097087,9.69329466561209,"0","0","5","all",-6.63314067659908
"1",0.479093701996928,0.732258064516129,52.842348263811,"0.5","0","5","all",12.0149127275212
"10",0.638074074074074,0.644897119341564,1.06931868018471,"0.5","0","5","all",1.20188160785711
"11",0.587038152610442,0.709618473895582,20.8811506952402,"0.5","0","5","all",-3.28189267850271
"12",0.610811153358682,0.69192648922687,13.2799369202996,"0.5","0","5","all",11.2180203279811
"13",0.646733870967742,0.629663978494624,-2.63939979632978,"0.5","0","5","all",-4.66084298278137
"14",0.541744306418219,0.688467908902691,27.0835522858644,"0.5","0","5","all",2.14077586343937
"15",0.664915343915344,0.652481481481481,-1.86999180386572,"0.5","0","5","all",-5.27884509309936
"16",0.51806697108067,0.641004566210046,23.7300584657872,"0.5","0","5","all",-9.67752842289024
"17",0.570013717421125,0.640356652949246,12.340568898301,"0.5","0","5","all",-3.41081395058322
"18",0.550548696844993,0.658902606310014,19.6810763672605,"0.5","0","5","all",-3.64961748823613
"19",0.55208547008547,0.528871794871795,-4.20472489704925,"0.5","0","5","all",-17.7755891957495
"2",0.587966101694915,0.705946327683616,20.0658210819641,"0.5","0","5","all",0.416235497776414
"20",0.46865296803653,0.632328767123288,34.9247332781215,"0.5","0","5","all",12.044875224022
"21",0.490844155844156,0.645779220779221,31.5650218282842,"0.5","0","5","all",17.3585581594935
"22",0.548432835820896,0.659502487562189,20.2521885063728,"0.5","0","5","all",1.95915989725605
"23",0.52406576980568,0.638064275037369,21.7527096406161,"0.5","0","5","all",-5.3670376450216
"24",0.505602996254682,0.637857677902622,26.157812083321,"0.5","0","5","all",3.77125181313089
"25",0.550781348456207,0.662274732199118,20.242766763148,"0.5","0","5","all",2.83244905472121
"26",0.646946386946387,0.557867132867133,-13.7691864235786,"0.5","0","5","all",-12.5091362230738
"27",0.605005324813632,0.582811501597444,-3.66836824502729,"0.5","0","5","all",1.6497544537146
"28",0.671566666666667,0.694122222222222,3.35864727585579,"0.5","0","5","all",-3.07116835647573
"29",0.492367906066536,0.693228962818004,40.7949125596185,"0.5","0","5","all",18.3305033270413
"3",0.613520325203252,0.600707317073171,-2.08844069278985,"0.5","0","5","all",-13.3726001441599
"30",0.866666666666667,0.333444444444444,-61.525641025641,"0.5","0","5","all",-12.451906910651
"31",0.588692810457516,0.686535947712418,16.6204063506162,"0.5","0","5","all",4.90206887689479
"32",0.618576902025178,0.604614121510673,-2.25724246553524,"0.5","0","5","all",-14.3093790272052
"33",0.586192358366271,0.643425559947299,9.76355299829184,"0.5","0","5","all",1.9683351695312
"34",0.437329317269076,0.730341365461847,67.0003214105331,"0.5","0","5","all",4.33548769928802
"35",0.667824074074074,0.778472222222222,16.5684575389948,"0.5","0","5","all",6.67337411060653
"36",0.584121715076072,0.59789764868603,2.35840121235083,"0.5","0","5","all",-3.60398991467723
"37",0.58181459566075,0.666873767258383,14.6196352295071,"0.5","0","5","all",1.87875978388843
"38",0.571318181818182,0.656030303030303,14.827485612751,"0.5","0","5","all",14.4883154591438
"39",0.50829718875502,0.61114859437751,20.2345021569774,"0.5","0","5","all",12.2078887119462
"4",0.580839598997494,0.619498746867168,6.65573558283532,"0.5","0","5","all",-0.4868387040724
"40",0.598523430592396,0.677294429708223,13.1608881272805,"0.5","0","5","all",3.08131373563639
"41",0.52927027027027,0.618882882882883,16.9313520230131,"0.5","0","5","all",-9.43193451466659
"42",0.569481915933529,0.55852394916911,-1.92419925160493,"0.5","0","5","all",-5.47081494273218
"43",0.563746031746032,0.668190476190476,18.5268611330105,"0.5","0","5","all",1.07349461278564
"44",0.640305555555556,0.648490740740741,1.27832487383049,"0.5","0","5","all",-4.00156713342515
"45",0.611955922865014,0.587190082644628,-4.04699738903394,"0.5","0","5","all",10.235548105232
"46",0.627483974358974,0.621810897435897,-0.904099093346958,"0.5","0","5","all",-2.48940364750582
"47",0.5722,0.662166666666667,15.7229406967261,"0.5","0","5","all",6.98732860865815
"48",0.602745098039216,0.694798761609907,15.2724035201863,"0.5","0","5","all",11.1715041506422
"49",0.645127377108001,0.713250807319699,10.5596867578436,"0.5","0","5","all",-0.656602030904671
"5",0.478061538461538,0.653969230769231,36.7960352706443,"0.5","0","5","all",1.05279062211152
"50",0.569792387543253,0.646320645905421,13.4309022084573,"0.5","0","5","all",16.1381245476799
"51",0.514768518518519,0.69537037037037,35.0840902958899,"0.5","0","5","all",5.79423439649167
"52",0.602020725388601,0.540293609671848,-10.2533207103308,"0.5","0","5","all",-5.74705505731957
"53",0.50735632183908,0.702145593869732,38.3929919951669,"0.5","0","5","all",6.24729386001926
"54",0.608301886792453,0.691761006289308,13.7200165425972,"0.5","0","5","all",8.72715052925181
"55",0.612743902439024,0.56219512195122,-8.2495770723455,"0.5","0","5","all",-3.61829525163786
"56",0.606941287878788,0.691931818181818,14.0030892609177,"0.5","0","5","all",7.67469226187854
"57",0.618034420289855,0.680208333333333,10.0599434274743,"0.5","0","5","all",3.35093086407624
"58",0.658454258675079,0.679978969505783,3.26897586994363,"0.5","0","5","all",-5.86040904980181
"59",0.67053050397878,0.632519893899204,-5.66873689623799,"0.5","0","5","all",-4.15304242702432
"6",0.612422018348624,0.728220183486239,18.9082302184139,"0.5","0","5","all",3.67575279203553
"60",0.593084490740741,0.628315972222222,5.94038151924672,"0.5","0","5","all",-5.86565209559959
"61",0.571709913506321,0.603825681969395,5.61749371566893,"0.5","0","5","all",0.693885431882298
"62",0.667888888888889,0.556259259259259,-16.7138024732435,"0.5","0","5","all",-3.94857108052828
"63",0.573883495145631,0.617621359223301,7.62138386059888,"0.5","0","5","all",7.39162584572501
"64",0.619602649006623,0.57924944812362,-6.51275473849223,"0.5","0","5","all",-6.09285703260245
"65",0.605565092989986,0.576452074391989,-4.80757872853128,"0.5","0","5","all",-5.22937950703699
"66",0.490769230769231,0.671391941391941,36.804000597104,"0.5","0","5","all",12.6258860567157
"7",0.625634800202327,0.533687405159332,-14.6966561024513,"0.5","0","5","all",-18.744279105493
"8",0.577427949972811,0.670032626427406,16.0374426729699,"0.5","0","5","all",9.65260019469063
"9",0.56490813648294,0.67755905511811,19.9414579751893,"0.5","0","5","all",4.68868600731874
"1",0.645595238095238,0.627724867724868,-2.76804556723422,"1","0","5","all",-20.435303386157
"10",0.639312280701754,0.810175438596491,26.7260872428706,"1","0","5","all",3.04251608352737
"11",0.571100110011001,0.713674367436744,24.9648450291834,"1","0","5","all",5.03549445011421
"12",0.60194708994709,0.50568253968254,-15.992194641727,"1","0","5","all",-24.7594004033557
"13",0.576893203883495,0.57453074433657,-0.409514192752165,"1","0","5","all",-5.67118537257885
"14",0.587618421052632,0.679671052631579,15.6653754002552,"1","0","5","all",-5.85606446901077
"15",0.528502772643253,0.665040049291436,25.8347323260586,"1","0","5","all",9.79022766303451
"16",0.595202991452991,0.632094017094017,6.19805783417996,"1","0","5","all",-5.75634438151674
"17",0.631369276850663,0.776397090286692,22.970362789815,"1","0","5","all",4.11871779656454
"18",0.507308868501529,0.634740061162079,25.1190547953463,"1","0","5","all",-0.917885741742601
"19",0.546814086814087,0.809344799344799,48.0109636641404,"1","0","5","all",8.28304469813534
"2",0.508268551236749,0.788704358068316,55.1747311827957,"1","0","5","all",11.3063294362977
"20",0.499017341040462,0.637514450867052,27.7539673346461,"1","0","5","all",3.63319917604042
"21",0.547803790412486,0.571516164994426,4.3286255036835,"1","0","5","all",-9.40513343091066
"22",0.571872909698997,0.724526198439242,26.6935688246876,"1","0","5","all",7.65239054193725
"23",0.612724409448819,0.687448818897638,12.1954353860389,"1","0","5","all",-5.08617056044105
"24",0.525573883161512,0.668604810996564,27.2142380771796,"1","0","5","all",8.30695350953085
"25",0.485531335149864,0.668628519527702,37.7106833529753,"1","0","5","all",1.41202712006121
"26",0.481724581724582,0.692162162162162,43.6842105263158,"1","0","5","all",-5.42280610351678
"27",0.465395348837209,0.63,35.3687787327603,"1","0","5","all",5.00667778111068
"28",0.579569892473118,0.687190860215054,18.5691094619666,"1","0","5","all",-6.35671791357075
"29",0.627494021999043,0.673558106169297,7.34095984269373,"1","0","5","all",-6.13643137678893
"3",0.531381142098274,0.761095617529881,43.2297003473871,"1","0","5","all",18.1936899053484
"30",0.441333333333333,0.560133333333333,26.9184290030211,"1","0","5","all",-5.66822167797004
"31",0.622555555555556,0.611481481481482,-1.77880897138437,"1","0","5","all",-3.52275556091362
"32",0.629966611018364,0.607868670005565,-3.50779559206748,"1","0","5","all",-12.1647421736419
"33",0.594696449026346,0.658384879725086,10.7094015447734,"1","0","5","all",-14.5293006113348
"34",0.637854406130268,0.70418901660281,10.399647605318,"1","0","5","all",-5.41888784146786
"35",0.50171875,0.703385416666667,40.1951624623689,"1","0","5","all",8.63824447144665
"36",0.522846270928463,0.640076103500761,22.421472446217,"1","0","5","all",-5.86272081656174
"37",0.501137387387387,0.679515765765766,35.5947057369497,"1","0","5","all",11.9968497633341
"38",0.513461538461538,0.643516483516483,25.3290529695024,"1","0","5","all",-1.66879485348894
"39",0.561055187637969,0.743452538631347,32.5096986913652,"1","0","5","all",0.259130244505282
"4",0.506445497630332,0.641074249605055,26.5830681889076,"1","0","5","all",-6.9711553327896
"40",0.610869565217391,0.518188405797101,-15.1720047449585,"1","0","5","all",-29.6343254205722
"41",0.592643939393939,0.581151515151515,-1.93917856549362,"1","0","5","all",-23.8742491315408
"42",0.66209242618742,0.695417201540436,5.03325125540453,"1","0","5","all",-1.58166093813495
"43",0.6564,0.624106666666667,-4.9197643713183,"1","0","5","all",-5.37219433455381
"44",0.531467444120505,0.719261418853256,35.3349912229374,"1","0","5","all",9.30542247762595
"45",0.534860050890585,0.786539440203562,47.0551855375833,"1","0","5","all",11.6851147099196
"46",0.55668284789644,0.680679611650485,22.2742202714879,"1","0","5","all",4.67531539112033
"47",0.659173871277618,0.663487031700288,0.654328184202854,"1","0","5","all",-11.2911234353296
"48",0.498686030428769,0.648547717842324,30.0513104978505,"1","0","5","all",-0.0153487581246772
"49",0.60628664495114,0.774245385450597,27.702860008238,"1","0","5","all",0.952467845770948
"5",0.576296296296296,0.58247619047619,1.07234667645979,"1","0","5","all",-17.5149760987643
"50",0.467328605200946,0.720520094562648,54.1784702549575,"1","0","5","all",24.1209500783986
"51",0.591515151515152,0.712222222222222,20.4064207650273,"1","0","5","all",6.03027120278972
"52",0.563622448979592,0.778061224489796,38.0465284692677,"1","0","5","all",4.83285993309821
"53",0.521666666666667,0.586896551724138,12.504131320921,"1","0","5","all",-3.93167515196662
"54",0.531863354037267,0.584906832298137,9.97314025458369,"1","0","5","all",-6.74633155576714
"55",0.553950177935943,0.633795966785291,14.4138935286308,"1","0","5","all",-7.07320587168578
"56",0.586045045045045,0.714387387387387,21.8997402038401,"1","0","5","all",6.25081756618685
"57",0.586337962962963,0.699657407407407,19.3266429265135,"1","0","5","all",-1.48255019375471
"58",0.519460625674218,0.583678532901834,12.3624205673464,"1","0","5","all",-3.34859456431771
"59",0.541911764705882,0.689078431372549,27.1569425599276,"1","0","5","all",-0.63969301450661
"6",0.517270408163265,0.677857142857143,31.0450263845736,"1","0","5","all",1.73443975566958
"60",0.551166077738516,0.644087161366313,16.858999016968,"1","0","5","all",-3.72152885156608
"61",0.589713988559542,0.690920436817473,17.1619548156117,"1","0","5","all",-1.79286223757916
"62",0.470550724637681,0.77431884057971,64.5558703954663,"1","0","5","all",6.14164400434688
"63",0.643968926553672,0.576949152542373,-10.4072993661308,"1","0","5","all",-7.55839901322906
"64",0.462703412073491,0.608503937007874,31.5105791593397,"1","0","5","all",-3.12159833553469
"65",0.597186948853616,0.720934744268078,20.7217849706885,"1","0","5","all",3.45412365906885
"66",0.592813333333333,0.665893333333333,12.3276579474146,"1","0","5","all",-14.3330861331876
"7",0.488149466192171,0.724143930407276,48.3447141827254,"1","0","5","all",14.5471044015447
