"sp","mean_baseline","mean_current","per_change","mu.psi.yr","mu.v.yr","r","case","actual.change"
"60",0.689497584541063,0.716405797101449,3.90258257079999,"0.5","0","1","all",12.7317578767172
"61",0.615544715447155,0.572552845528455,-6.9843617920541,"0.5","0","1","all",15.6626986062174
"62",0.645373134328358,0.47273631840796,-26.749922910885,"0.5","0","1","all",11.6741030137623
"63",0.648396825396825,0.658412698412698,1.54471345687777,"0.5","0","1","all",8.52428567594378
"64",0.649319248826291,0.599530516431925,-7.66783558078161,"0.5","0","1","all",0.76918575026823
"65",0.623275261324042,0.620940766550523,-0.374552772808577,"0.5","0","1","all",31.2045468559718
"66",0.578434004474273,0.56834451901566,-1.74427599009901,"0.5","0","1","all",33.784491821142
"7",0.60805109922757,0.600974450386215,-1.1638246934089,"0.5","0","1","all",21.4774679460265
"8",0.537845868152275,0.679377901578459,26.3146082933398,"0.5","0","1","all",33.6673988825978
"9",0.601207729468599,0.581352657004831,-3.3025311370028,"0.5","0","1","all",21.7829610879995
"1",0.57993288590604,0.572237136465324,-1.32700690506501,"1","-0.5","1","all",31.4663671524415
"10",0.554520547945205,0.626449771689498,12.9714262187088,"1","-0.5","1","all",56.2986729344952
"11",0.530691056910569,0.56219512195122,5.93642282650328,"1","-0.5","1","all",94.1456468134969
"12",0.569638554216867,0.608018741633199,6.73763865388231,"1","-0.5","1","all",51.6184115856805
"13",0.616543778801843,0.688863287250384,11.7298253481825,"1","-0.5","1","all",33.1287424811868
"14",0.625453648915187,0.545571992110454,-12.771794831365,"1","-0.5","1","all",39.6858084019432
"15",0.606641604010025,0.616441102756892,1.61536872546994,"1","-0.5","1","all",63.4921492134217
"16",0.625705128205128,0.610288461538462,-2.46388689683435,"1","-0.5","1","all",49.6446586538789
"17",0.597783211083945,0.620024449877751,3.72061951246114,"1","-0.5","1","all",40.851198509972
"18",0.503013530135301,0.602054120541205,19.6894485878469,"1","-0.5","1","all",72.2755046437613
"19",0.628145265888457,0.629416342412451,0.20235391286393,"1","-0.5","1","all",44.9399941447355
"2",0.636724470134875,0.601811175337187,-5.48326575077166,"1","-0.5","1","all",31.6063785073876
"20",0.570019607843137,0.575764705882353,1.00787726600393,"1","-0.5","1","all",70.8717903873274
"21",0.586415525114155,0.640068493150685,9.14930893517617,"1","-0.5","1","all",52.3784580600633
"22",0.568642714570858,0.619041916167665,8.86306995682545,"1","-0.5","1","all",32.5726159768633
"23",0.632246913580247,0.564222222222222,-10.7591970631883,"1","-0.5","1","all",38.0960709098736
"24",0.628150183150183,0.631446886446886,0.524827244365395,"1","-0.5","1","all",41.6797228747844
"25",0.594812967581047,0.610282626766417,2.60076024372519,"1","-0.5","1","all",32.3650135409175
"26",0.59613184079602,0.666803482587065,11.8550355734524,"1","-0.5","1","all",41.9520913255284
"27",0.611293103448276,0.594382183908046,-2.76641752456164,"1","-0.5","1","all",26.8678858899946
"28",0.643838951310861,0.563838951310861,-12.4254675547541,"1","-0.5","1","all",30.9899607667353
"29",0.652556862745098,0.586125490196078,-10.1801661037728,"1","-0.5","1","all",27.23383620583
"3",0.666810810810811,0.651333333333333,-2.32111975789019,"1","-0.5","1","all",42.2596524852015
"30",0.438888888888889,0.750833333333333,71.0759493670886,"1","-0.5","1","all",58.1975040925147
"31",0.610833333333333,0.543154761904762,-11.0797115572013,"1","-0.5","1","all",40.7355052453436
"32",0.662397003745318,0.594614232209738,-10.2329526178899,"1","-0.5","1","all",31.0773698454431
"33",0.508936605316973,0.607239263803681,19.3153051794109,"1","-0.5","1","all",36.8967667178106
"34",0.614962546816479,0.651760299625468,5.98373884710253,"1","-0.5","1","all",46.5655864387416
"35",0.503571428571429,0.607539682539682,20.6461780929866,"1","-0.5","1","all",30.5192110574864
"36",0.522210526315789,0.586315789473684,12.2757508566821,"1","-0.5","1","all",31.7899518144602
"37",0.574058577405858,0.634672245467225,10.55879494655,"1","-0.5","1","all",49.1918538669213
"38",0.55510162601626,0.605467479674797,9.07326718172166,"1","-0.5","1","all",51.9975062090506
"39",0.662946336429309,0.667569659442725,0.697390234980044,"1","-0.5","1","all",39.4725316813124
"4",0.596,0.49504,-16.9395973154362,"1","-0.5","1","all",28.4461898418113
"40",0.655422535211268,0.592488262910798,-9.60209161562981,"1","-0.5","1","all",36.826349557933
"41",0.673326256192498,0.625314932767162,-7.13046951366918,"1","-0.5","1","all",27.0441859412401
"42",0.602756183745583,0.51527679623086,-14.5132293742916,"1","-0.5","1","all",69.3036061327424
"43",0.512345679012346,0.665473251028807,29.8875502008032,"1","-0.5","1","all",55.538663037488
"44",0.571726726726727,0.617942942942943,8.08362003309084,"1","-0.5","1","all",66.1983900198146
"45",0.52462962962963,0.601975308641975,14.7429109306977,"1","-0.5","1","all",56.2003353020289
"46",0.504477124183006,0.626895424836601,24.2663729999352,"1","-0.5","1","all",85.9978807745176
"47",0.656900212314225,0.521571125265393,-20.60116354234,"1","-0.5","1","all",41.0336176870003
"48",0.634592074592075,0.537692307692308,-15.269615045548,"1","-0.5","1","all",28.4700345641311
"49",0.711032122169563,0.652159031068984,-8.27994815774857,"1","-0.5","1","all",23.4040639983409
"5",0.602941176470588,0.635792483660131,5.44850948509486,"1","-0.5","1","all",44.0191200436431
"50",0.556924882629108,0.56387323943662,1.24762908324552,"1","-0.5","1","all",40.8935182015292
"51",0.600720720720721,0.604324324324324,0.599880023995213,"1","-0.5","1","all",33.0727561578202
"52",0.633556547619048,0.575535714285714,-9.15795654726954,"1","-0.5","1","all",35.6794393191623
"53",0.493939393939394,0.588909090909091,19.2269938650307,"1","-0.5","1","all",51.9934243714182
"54",0.693027989821883,0.461348600508906,-33.4300190923777,"1","-0.5","1","all",41.3718325617452
"55",0.534360465116279,0.674709302325581,26.2648242846262,"1","-0.5","1","all",49.863844974399
"56",0.637377049180328,0.578105646630237,-9.29926840420668,"1","-0.5","1","all",34.7094914410863
"57",0.60001272264631,0.549300254452926,-8.45189881469859,"1","-0.5","1","all",63.3067176670538
"58",0.61839762611276,0.627329376854599,1.4443378119002,"1","-0.5","1","all",32.8008534121208
"59",0.650474074074074,0.571674074074074,-12.1142414649145,"1","-0.5","1","all",17.2630431168457
"6",0.570412249705536,0.611460541813899,7.19625010324606,"1","-0.5","1","all",51.9131566593337
"60",0.579140164899882,0.63527679623086,9.69309931054121,"1","-0.5","1","all",41.5740706712455
"61",0.520521628498728,0.623435114503817,19.7712218610222,"1","-0.5","1","all",80.0212089811941
"62",0.617551020408163,0.495918367346939,-19.6959682749504,"1","-0.5","1","all",61.222910563654
"63",0.61543137254902,0.546509803921569,-11.1989040048428,"1","-0.5","1","all",57.5450678608464
"64",0.559388888888889,0.595055555555556,6.37600556162478,"1","-0.5","1","all",30.8945486224962
"65",0.517295597484277,0.616519916142558,19.1813576494427,"1","-0.5","1","all",55.9168425598117
"66",0.557353951890034,0.530618556701031,-4.79684320858251,"1","-0.5","1","all",91.2894310357577
"7",0.548161659513591,0.692804005722461,26.3868046402986,"1","-0.5","1","all",88.0581500402782
"8",0.60635761589404,0.668300220750552,10.2155235182758,"1","-0.5","1","all",39.6168754017537
"9",0.610463378176383,0.658789237668161,7.91625857002939,"1","-0.5","1","all",21.3428447862881
"1",0.584402985074627,0.561940298507463,-3.84369812284511,"1","0","1","all",35.5754930867881
"10",0.573949447077409,0.621437598736177,8.273925848449,"1","0","1","all",39.8388829102773
"11",0.488169257340242,0.70286701208981,43.9801875110561,"1","0","1","all",65.4269758796877
"12",0.464296636085627,0.650382262996942,40.0790383665404,"1","0","1","all",63.7569473074356
"13",0.43536231884058,0.679746376811594,56.1334886817577,"1","0","1","all",52.4503756126455
"14",0.58799591002045,0.712847648261759,21.2334365109728,"1","0","1","all",33.051959274127
"15",0.663249534450652,0.755945065176909,13.9759661954431,"1","0","1","all",21.7153182616131
"16",0.574175199089875,0.701365187713311,22.1517733306915,"1","0","1","all",39.3323497444421
"17",0.676240310077519,0.607906976744186,-10.1048890926807,"1","0","1","all",20.0486747558586
"18",0.528068181818182,0.683001893939394,29.3397173803888,"1","0","1","all",49.3686748047408
"19",0.554763888888889,0.651416666666667,17.4223268157124,"1","0","1","all",47.0224458989115
"2",0.664092827004219,0.52,-21.6976936272953,"1","0","1","all",16.33115560337
"20",0.410222222222222,0.705133333333333,71.8905742145179,"1","0","1","all",116.474569552197
"21",0.572725598526703,0.666012891344383,16.2883050901958,"1","0","1","all",51.3221610058282
"22",0.459885714285714,0.675066666666667,46.7900927766733,"1","0","1","all",53.5927706772705
"23",0.600919037199125,0.6390882567469,6.35180734590828,"1","0","1","all",30.1656246399535
"24",0.530403225806452,0.675206093189964,27.3005253999628,"1","0","1","all",51.0941964095091
"25",0.52764880952381,0.69546130952381,31.8038242427661,"1","0","1","all",59.9435296295326
"27",0.566417748917749,0.699145021645022,23.4327531192082,"1","0","1","all",24.7532449716771
"28",0.580988835725678,0.675821371610845,16.3226089821017,"1","0","1","all",29.3523692150604
"29",0.556031307550645,0.607154696132597,9.19433634180673,"1","0","1","all",41.2325358950702
"3",0.504049665711557,0.720114613180516,42.8658051313147,"1","0","1","all",50.5988261678059
"30",0.509833333333333,0.503833333333333,-1.17685518143184,"1","0","1","all",37.9874436307493
"31",0.549055555555556,0.597388888888889,8.8029950419913,"1","0","1","all",45.4553117577177
"32",0.50219262295082,0.717698087431694,42.9129092368167,"1","0","1","all",73.7386332062621
"33",0.505619967793881,0.671127214170692,32.7335265454314,"1","0","1","all",29.3619822968302
"34",0.518057971014493,0.572811594202899,10.5690147149331,"1","0","1","all",92.5748708101587
"35",0.536,0.668222222222222,24.6683250414594,"1","0","1","all",76.3056742127422
"36",0.482928571428571,0.594571428571429,23.1178819701228,"1","0","1","all",73.3383967195552
"37",0.570993883792049,0.607691131498471,6.42690731864071,"1","0","1","all",44.1439199712737
"38",0.562533333333333,0.693881481481481,23.3493982249611,"1","0","1","all",29.4987848360669
"39",0.468417431192661,0.736024464831804,57.1300331325793,"1","0","1","all",78.7800830852586
"4",0.498709677419355,0.677670250896057,35.8847204254708,"1","0","1","all",90.1889758537594
"40",0.473125996810207,0.686411483253588,45.0800606775661,"1","0","1","all",47.3784039003453
"41",0.552156862745098,0.671184640522876,21.5568773674243,"1","0","1","all",38.8294196616909
"42",0.516193745232647,0.687559115179253,33.1978780311202,"1","0","1","all",70.8706561482965
"43",0.370133333333333,0.703733333333333,90.1296829971182,"1","0","1","all",92.1976938521647
"44",0.553536121673004,0.617642585551331,11.5812611622476,"1","0","1","all",46.5667934707773
"45",0.442727272727273,0.599090909090909,35.3182751540041,"1","0","1","all",65.8748221890719
"46",0.557030303030303,0.711348484848485,27.7037319116527,"1","0","1","all",18.8547023305571
"47",0.548405172413793,0.65514367816092,19.4634389163981,"1","0","1","all",48.0566349060253
"48",0.60003717472119,0.686852540272615,14.4683311649423,"1","0","1","all",24.5528967924844
"49",0.605560538116592,0.665269058295964,9.86004146919432,"1","0","1","all",30.3916242880261
"5",0.49318407960199,0.702628524046434,42.4678032213592,"1","0","1","all",62.0113318321736
"50",0.518722222222222,0.662388888888889,27.6962621827139,"1","0","1","all",46.2770017386572
"51",0.603518518518519,0.615,1.90242405645903,"1","0","1","all",38.738458586283
"52",0.45966810966811,0.733477633477634,59.5667870036101,"1","0","1","all",65.9769359495724
"53",0.522380952380952,0.520773809523809,-0.307657247037386,"1","0","1","all",47.1855348502726
"54",0.463939393939394,0.671118881118881,44.6565844345074,"1","0","1","all",47.1013419616901
"55",0.430454545454545,0.73989898989899,71.8878329226798,"1","0","1","all",75.6890343944793
"56",0.608426966292135,0.584325842696629,-3.9612188365651,"1","0","1","all",47.9225223285701
"57",0.65142380952381,0.717533333333333,10.1484659975585,"1","0","1","all",20.7922215018202
"58",0.513593073593074,0.656807359307359,27.884777478085,"1","0","1","all",83.9180256212614
"59",0.488719068413392,0.648486171761281,32.6909903201787,"1","0","1","all",41.2408759053978
"6",0.559374201787995,0.626424010217114,11.9865750359597,"1","0","1","all",50.2454882491059
"60",0.614190672153635,0.632503429355281,2.9816078348167,"1","0","1","all",37.7979873012256
"61",0.48453790238837,0.651817237798546,34.5234778508819,"1","0","1","all",64.9709095748026
"62",0.520493827160494,0.581172839506173,11.6579696394687,"1","0","1","all",43.1109105366996
"63",0.514671916010499,0.642729658792651,24.8814319955123,"1","0","1","all",44.2964461388939
"64",0.557244094488189,0.598556430446194,7.41368753238189,"1","0","1","all",20.8138473132568
"65",0.553803596127248,0.657828492392808,18.7837162837163,"1","0","1","all",52.2147281547044
"66",0.583632734530938,0.623273453093812,6.79206566347468,"1","0","1","all",46.343154638666
"7",0.60450146627566,0.692761485826002,14.6004640971532,"1","0","1","all",34.8045982972301
"9",0.554316239316239,0.673732193732194,21.5429290982448,"1","0","1","all",49.6810484948551
"1",0.801349206349206,0.27734126984127,-65.3907101119144,"-0.5","-0.5","10","all",-34.3880928061409
"10",0.662074074074074,0.387074074074074,-41.5361378384426,"-0.5","-0.5","10","all",-30.8691489663912
"11",0.768006872852234,0.287457044673539,-62.5710322609513,"-0.5","-0.5","10","all",-43.0411388536817
"12",0.767851851851852,0.375685185185185,-51.0732201427745,"-0.5","-0.5","10","all",-35.9684413764354
"13",0.757800687285223,0.329931271477663,-56.4619989116633,"-0.5","-0.5","10","all",-34.6452478831392
"14",0.795133333333333,0.295083333333333,-62.8888236773707,"-0.5","-0.5","10","all",-47.5276102907203
"15",0.733498622589532,0.426244260789715,-41.8888805428278,"-0.5","-0.5","10","all",-27.2169304782201
"16",0.669463601532567,0.480229885057471,-28.2664682653236,"-0.5","-0.5","10","all",-9.13147505583981
"17",0.766275720164609,0.45906378600823,-40.0915657474289,"-0.5","-0.5","10","all",-15.3413728038746
"18",0.693554735547355,0.439311193111931,-36.6580356826163,"-0.5","-0.5","10","all",-15.3210688357346
"19",0.678844884488449,0.430412541254125,-36.5963342894647,"-0.5","-0.5","10","all",-35.3607574566867
"2",0.6815,0.4345,-36.2435803374908,"-0.5","-0.5","10","all",-20.3766767560569
"20",0.708717948717949,0.388910256410256,-45.1248191027496,"-0.5","-0.5","10","all",-26.841589952389
"21",0.662088888888889,0.422022222222222,-36.2589783177821,"-0.5","-0.5","10","all",-26.8791826744019
"22",0.732476190476191,0.332,-54.6742946300871,"-0.5","-0.5","10","all",-13.0363718164915
"23",0.746290849673203,0.439779411764706,-41.0713112779979,"-0.5","-0.5","10","all",-30.1063030316509
"24",0.740730994152047,0.461413255360624,-37.7083908998803,"-0.5","-0.5","10","all",-24.0743721917989
"25",0.761238938053097,0.332994100294985,-56.2562969851972,"-0.5","-0.5","10","all",-47.8396986334422
"26",0.73969696969697,0.338874458874459,-54.1873939252063,"-0.5","-0.5","10","all",-28.267027307395
"27",0.752876344086022,0.456209677419355,-39.4044346056343,"-0.5","-0.5","10","all",-34.9980334635898
"28",0.708148148148148,0.35037037037037,-50.5230125523013,"-0.5","-0.5","10","all",-26.652265920163
"29",0.72828313253012,0.466546184738956,-35.9389001475109,"-0.5","-0.5","10","all",-18.0818983216006
"3",0.729709677419355,0.451344086021505,-38.14744411535,"-0.5","-0.5","10","all",-17.2861930954298
"30",0.818484848484848,0.348181818181818,-57.4601999259533,"-0.5","-0.5","10","all",-37.7876011156118
"31",0.725038759689922,0.290232558139535,-59.9700630813643,"-0.5","-0.5","10","all",-17.550703945755
"32",0.830860606060606,0.310375757575758,-62.6440638403408,"-0.5","-0.5","10","all",-33.7660028486566
"33",0.687735849056604,0.411761006289308,-40.1280292638317,"-0.5","-0.5","10","all",-22.5455077627355
"34",0.74304,0.368346666666667,-50.4270743611829,"-0.5","-0.5","10","all",-22.8899858890808
"35",0.770128205128205,0.309230769230769,-59.8468453470951,"-0.5","-0.5","10","all",-38.2196700523031
"36",0.71719806763285,0.418888888888889,-41.5936952714536,"-0.5","-0.5","10","all",-18.1699159216142
"37",0.734132231404959,0.403347107438017,-45.0579759090397,"-0.5","-0.5","10","all",-31.6343278037359
"38",0.693739837398374,0.361707317073171,-47.8612445798664,"-0.5","-0.5","10","all",-12.1360659825409
"39",0.738095238095238,0.595480519480519,-19.3219941348974,"-0.5","-0.5","10","all",-2.0493606409732
"4",0.735762711864407,0.435329566854991,-40.8328854078681,"-0.5","-0.5","10","all",-26.7424133266038
"40",0.726752136752137,0.371794871794872,-48.8415853228272,"-0.5","-0.5","10","all",-33.1240705235756
"41",0.699634146341463,0.451341463414634,-35.4889314972982,"-0.5","-0.5","10","all",-13.8660970422524
"42",0.777535491198183,0.529108461101647,-31.9505711197453,"-0.5","-0.5","10","all",-9.90599157609774
"43",0.721052631578947,0.395146198830409,-45.198702351987,"-0.5","-0.5","10","all",-21.3176632611317
"44",0.760623501199041,0.343021582733813,-54.9025789772369,"-0.5","-0.5","10","all",-24.4050463551136
"45",0.690562248995984,0.467590361445783,-32.2884559464961,"-0.5","-0.5","10","all",-12.6917779772488
"46",0.771648148148148,0.432111111111111,-44.0015359139888,"-0.5","-0.5","10","all",-19.2309949778534
"47",0.712254901960784,0.319950980392157,-55.0791465932553,"-0.5","-0.5","10","all",-19.9143287137982
"48",0.68018115942029,0.358623188405797,-47.2753422468439,"-0.5","-0.5","10","all",-21.7666541097992
"49",0.746550218340611,0.413486171761281,-44.6137498050226,"-0.5","-0.5","10","all",-42.2346326641924
"5",0.746877470355731,0.457654808959157,-38.7242449901214,"-0.5","-0.5","10","all",-13.8323014758383
"50",0.747047619047619,0.315492063492063,-57.7681455039946,"-0.5","-0.5","10","all",-39.1643067486985
"51",0.700666666666667,0.373,-46.7649857278782,"-0.5","-0.5","10","all",-7.30987958151495
"52",0.750515463917526,0.308487972508591,-58.8965201465201,"-0.5","-0.5","10","all",-18.4325611050331
"53",0.651358024691358,0.444506172839506,-31.7570128885519,"-0.5","-0.5","10","all",-9.45070636599231
"54",0.69024024024024,0.411831831831832,-40.3350010876659,"-0.5","-0.5","10","all",-41.3061360645974
"55",0.741678832116788,0.370729927007299,-50.0147623265427,"-0.5","-0.5","10","all",-32.96157206023
"56",0.72834179357022,0.419001692047377,-42.4718318039261,"-0.5","-0.5","10","all",-21.7866020875484
"57",0.702584541062802,0.411304347826087,-41.4583834702788,"-0.5","-0.5","10","all",-39.0315595397095
"58",0.742165242165242,0.459126305792972,-38.1369161868202,"-0.5","-0.5","10","all",-23.7182232907829
"59",0.708462484624846,0.461623616236162,-34.8414875516511,"-0.5","-0.5","10","all",-13.8735006972878
"6",0.745403348554033,0.426042617960426,-42.8440160904988,"-0.5","-0.5","10","all",-18.2593932571704
"60",0.757465483234714,0.375167652859961,-50.4706602262815,"-0.5","-0.5","10","all",-43.8060636443656
"61",0.741085271317829,0.36646511627907,-50.5502092050209,"-0.5","-0.5","10","all",-29.3139042658093
"62",0.798024691358025,0.387407407407407,-51.4542079207921,"-0.5","-0.5","10","all",-19.2819267748096
"63",0.622962962962963,0.511530864197531,-17.8874355925485,"-0.5","-0.5","10","all",4.67239553357759
"64",0.840313725490196,0.276823529411765,-67.0571215232406,"-0.5","-0.5","10","all",-36.7134049090314
"65",0.723576388888889,0.3475,-51.9746628916935,"-0.5","-0.5","10","all",-35.8831294033069
"66",0.643189964157706,0.435089605734767,-32.354416271942,"-0.5","-0.5","10","all",-25.3271730831234
"7",0.762267689684569,0.377118499573743,-50.5267631467108,"-0.5","-0.5","10","all",-32.4279954193456
"8",0.796135531135531,0.274981684981685,-65.4604430743748,"-0.5","-0.5","10","all",-51.9526447832008
"9",0.777433628318584,0.307050147492625,-60.5046480743692,"-0.5","-0.5","10","all",-31.1751443141959
"1",0.622386363636364,0.414659090909091,-33.3759357312397,"-0.5","0","10","all",-26.4346375652213
"10",0.721505376344086,0.369182795698925,-48.8315946348733,"-0.5","0","10","all",-27.079613319787
"11",0.744248366013072,0.336372549019608,-54.8037235443927,"-0.5","0","10","all",-43.5371741471454
"12",0.742159916926272,0.436760124610592,-41.1501329229047,"-0.5","0","10","all",-31.0743872962079
"13",0.685434343434343,0.459777777777778,-32.921689410239,"-0.5","0","10","all",-0.986635500124682
"14",0.684785847299814,0.414245810055866,-39.5072471650396,"-0.5","0","10","all",-18.3345686245825
"15",0.681693333333333,0.442146666666667,-35.139945625599,"-0.5","0","10","all",-27.7630997598945
"16",0.629568965517241,0.5375,-14.6241270710667,"-0.5","0","10","all",-20.5983758708834
"17",0.756448683015441,0.395367847411444,-47.7336855376118,"-0.5","0","10","all",-33.8253744963141
"18",0.752388535031847,0.631507430997877,-16.0663139329806,"-0.5","0","10","all",-8.67663910032865
"19",0.748467908902692,0.414534161490683,-44.6156399546347,"-0.5","0","10","all",-29.5085951675773
"2",0.75775,0.3795,-49.9175189706368,"-0.5","0","10","all",-36.5144803662009
"20",0.639788732394366,0.468708920187793,-26.7400476976701,"-0.5","0","10","all",-26.2261095361022
"21",0.699375,0.487109375,-30.3507596067918,"-0.5","0","10","all",-8.90989856594033
"22",0.663884514435696,0.434304461942257,-34.5813236340634,"-0.5","0","10","all",-19.6126971012242
"23",0.697535714285714,0.421119047619048,-39.6276005666206,"-0.5","0","10","all",-34.5291846217286
"24",0.709313271604938,0.533125,-24.8392746418354,"-0.5","0","10","all",-12.8259591277306
"25",0.690258397932817,0.428100775193798,-37.9796353835211,"-0.5","0","10","all",-39.2065104797095
"26",0.821780821917808,0.225205479452055,-72.5954325720953,"-0.5","0","10","all",-34.1930316084121
"27",0.716848484848485,0.351636363636364,-50.9469056476158,"-0.5","0","10","all",-37.3772615564488
"28",0.718030303030303,0.395795454545455,-44.877611310403,"-0.5","0","10","all",-33.5266210265296
"29",0.705407407407407,0.503675925925926,-28.5978683188071,"-0.5","0","10","all",-24.9470617357997
"3",0.697668997668998,0.40039627039627,-42.6094219846308,"-0.5","0","10","all",-33.7698092767957
"30",0.615384615384615,0.616410256410256,0.166666666666655,"-0.5","0","10","all",-37.962176307961
"31",0.665117370892019,0.565070422535211,-15.041999011788,"-0.5","0","10","all",-9.60547489832599
"32",0.696354166666667,0.524822916666667,-24.6327599102468,"-0.5","0","10","all",-3.95645605438701
"33",0.626768707482993,0.424829931972789,-32.2190264286102,"-0.5","0","10","all",-21.5754420840318
"34",0.756796536796537,0.318095238095238,-57.9681958585974,"-0.5","0","10","all",-23.1984165986025
"35",0.659714285714286,0.404380952380952,-38.7036235022376,"-0.5","0","10","all",-13.5390593285265
"36",0.687733333333333,0.492516666666667,-28.3855176424971,"-0.5","0","10","all",5.48355327745553
"37",0.687214912280702,0.399166666666667,-41.9153077831318,"-0.5","0","10","all",-31.645407388412
"38",0.680775862068966,0.40735632183908,-40.1629310708708,"-0.5","0","10","all",-26.7659362660677
"39",0.735812672176309,0.423627180899908,-42.4273056283539,"-0.5","0","10","all",-25.5412636795976
"4",0.681693989071038,0.471803278688525,-30.7895791583166,"-0.5","0","10","all",-16.302293179947
"40",0.673774834437086,0.410684326710817,-39.0472446104449,"-0.5","0","10","all",-19.1320033103806
"41",0.700818713450292,0.446364522417154,-36.3081330663106,"-0.5","0","10","all",-22.8504057586258
"42",0.715202702702703,0.440236486486487,-38.4459140292867,"-0.5","0","10","all",-22.5452268937756
"43",0.764465408805031,0.268930817610063,-64.8210612916495,"-0.5","0","10","all",-34.6619928393686
"44",0.701530398322851,0.421236897274633,-39.95457669665,"-0.5","0","10","all",-25.4648264687718
"45",0.595238095238095,0.491011904761905,-17.51,"-0.5","0","10","all",-17.0317122671951
"46",0.733958333333333,0.305520833333333,-58.3735452739143,"-0.5","0","10","all",-34.9587543775297
"47",0.712042160737813,0.511607378129117,-28.1492857671527,"-0.5","0","10","all",-9.38391484641468
"48",0.722792321116928,0.427574171029668,-40.8441182151825,"-0.5","0","10","all",-30.9777047677823
"49",0.658994708994709,0.429964726631393,-34.7544493509969,"-0.5","0","10","all",-13.7429580489798
"5",0.70041825095057,0.43148288973384,-38.3963954182726,"-0.5","0","10","all",-32.8214069108154
"50",0.640709570957096,0.49950495049505,-22.0387874417287,"-0.5","0","10","all",-16.136132358328
"51",0.768039215686275,0.458169934640523,-40.3455025104246,"-0.5","0","10","all",-21.0801114531483
"52",0.729846878680801,0.51243816254417,-29.7882641533794,"-0.5","0","10","all",-19.7982023023797
"53",0.756083333333333,0.3755,-50.336162239612,"-0.5","0","10","all",-34.3337352417164
"54",0.768125,0.395681818181818,-48.4873141504549,"-0.5","0","10","all",-22.3613830142663
"55",0.696365740740741,0.387986111111111,-44.2841471927667,"-0.5","0","10","all",-36.1447560032137
"56",0.739219330855019,0.46457249070632,-37.153633392004,"-0.5","0","10","all",-23.8123521138903
"57",0.728264705882353,0.400735294117647,-44.9739509712855,"-0.5","0","10","all",-37.4291754195662
"58",0.674259259259259,0.433552188552189,-35.6994831589723,"-0.5","0","10","all",-29.0100131408259
"59",0.621333333333333,0.510333333333333,-17.8648068669528,"-0.5","0","10","all",-17.7351490193725
"6",0.637721354166667,0.513763020833333,-19.4376952447067,"-0.5","0","10","all",-18.5904083405162
"60",0.659327569644573,0.527425552353506,-20.0055364531732,"-0.5","0","10","all",-17.394961000079
"61",0.745109427609428,0.428737373737374,-42.4598108880579,"-0.5","0","10","all",-19.3271641538717
"62",0.765392156862745,0.272745098039216,-64.365313180479,"-0.5","0","10","all",-40.2344040032443
"63",0.675813008130081,0.550731707317073,-18.5082706766917,"-0.5","0","10","all",-2.99728760876725
"64",0.621666666666667,0.454623655913979,-26.8701893972153,"-0.5","0","10","all",-23.2481601859195
"65",0.682911877394636,0.533128991060026,-21.932974266906,"-0.5","0","10","all",-6.73325389340507
"66",0.660579710144928,0.463405797101449,-29.8486178148311,"-0.5","0","10","all",-17.8232378800449
"7",0.699611602753196,0.532369714847591,-23.9049620171327,"-0.5","0","10","all",-19.0795279509721
"8",0.714715066354411,0.495097580015613,-30.7279777183114,"-0.5","0","10","all",-11.2101588989674
"9",0.728794326241135,0.424042553191489,-41.8158816660179,"-0.5","0","10","all",-32.8864550374679
"1",0.807583333333333,0.3138125,-61.141781033949,"-1","-0.5","10","all",-25.5533698856288
"10",0.767732732732733,0.436786786786787,-43.106921437093,"-1","-0.5","10","all",-32.3997652217463
"11",0.811290322580645,0.245591397849462,-69.7282968853545,"-1","-0.5","10","all",-53.7369376554284
"12",0.858363273453094,0.252035928143713,-70.6376151055716,"-1","-0.5","10","all",-60.8768337778565
"13",0.675847619047619,0.477009523809524,-29.4205512654304,"-1","-0.5","10","all",-22.4258122089566
"14",0.809296636085627,0.397859327217125,-50.8388754534462,"-1","-0.5","10","all",-44.0341010824614
"15",0.776655211912944,0.401248568155785,-48.3363322615852,"-1","-0.5","10","all",-28.8048166790649
"16",0.834349206349206,0.221174603174603,-73.4913629099764,"-1","-0.5","10","all",-45.6546262312817
"17",0.766347517730496,0.376063829787234,-50.9277682661608,"-1","-0.5","10","all",-41.4844592211724
"18",0.805140186915888,0.34196261682243,-57.5275681950087,"-1","-0.5","10","all",-38.9440010913537
"19",0.725662100456621,0.343607305936073,-52.6491316385603,"-1","-0.5","10","all",-39.6620381892347
"2",0.839111111111111,0.533333333333333,-36.4406779661017,"-1","-0.5","10","all",-63.3660899364326
"20",0.757297830374753,0.402130177514793,-46.8993358510223,"-1","-0.5","10","all",-33.4100882035596
"21",0.74019975031211,0.441011235955056,-40.4199696407489,"-1","-0.5","10","all",-23.8342484099023
"22",0.765060240963855,0.373132530120482,-51.2283464566929,"-1","-0.5","10","all",-40.9549291768009
"23",0.787196765498652,0.358688230008985,-54.4347429093192,"-1","-0.5","10","all",-39.4634083260531
"24",0.78247311827957,0.403763440860215,-48.39906554899,"-1","-0.5","10","all",-31.3535906938486
"25",0.804761904761905,0.373566362715299,-53.5805111418859,"-1","-0.5","10","all",-41.175888815221
"26",0.796027777777778,0.329388888888889,-58.6209303137104,"-1","-0.5","10","all",-55.1352586909464
