"var.names","mean","2.5%","97.5%","Rhat","actual.val","p.yr","mu.v.yr","r","case","sp"
"sigma.psi.sp",0.569,0.468,0.68,1.01,0.5,"-0.5","-0.5","6","visits","ms"
"mu.psi.yr",-0.029,-0.131,0.078,1.019,0,"-0.5","-0.5","6","visits","ms"
"sigma.psi.yr",0.258,0.18,0.348,1.003,0.2,"-0.5","-0.5","6","visits","ms"
"mu.p",-0.718,-0.853,-0.537,1.407,-0.5,"-0.5","-0.5","6","visits","ms"
"sigma.p.sp",0.54,0.446,0.656,0.996,NA,"-0.5","-0.5","6","visits","ms"
"p.yr",-0.503,-0.628,-0.371,1.05,-0.5,"-0.5","-0.5","6","visits","ms"
"sigma.p.site",1.525,1.471,1.58,1.011,1.5,"-0.5","-0.5","6","visits","ms"
"per_chage_bci",-1.41650111846133,-6.49086635755044,3.89012605332046,NA,0,"-0.5","-0.5","6","visits","ms"
"mu.psi",0.059,-0.052,0.154,1.181,0,"-0.5","0","6","visits","ms"
"sigma.psi.sp",0.462,0.38,0.568,1.019,0.5,"-0.5","0","6","visits","ms"
"mu.psi.yr",0.101,0,0.185,1.004,0,"-0.5","0","6","visits","ms"
"sigma.psi.yr",0.24,0.173,0.321,0.999,0.2,"-0.5","0","6","visits","ms"
"mu.p",-0.406,-0.508,-0.284,1.053,-0.5,"-0.5","0","6","visits","ms"
"sigma.p.sp",0.491,0.407,0.586,1.001,NA,"-0.5","0","6","visits","ms"
"p.yr",-0.616,-0.732,-0.481,1.022,-0.5,"-0.5","0","6","visits","ms"
"sigma.p.site",1.537,1.487,1.595,1.026,1.5,"-0.5","0","6","visits","ms"
"per_chage_bci",4.88077793475193,-0.0107185693898539,8.88075944123656,NA,0,"-0.5","0","6","visits","ms"
"mu.psi",0.131,-0.037,0.283,1.312,0,"-1","-0.5","6","visits","ms"
"sigma.psi.sp",0.402,0.322,0.5,1.039,0.5,"-1","-0.5","6","visits","ms"
"mu.psi.yr",-0.095,-0.212,0.031,1.017,0,"-1","-0.5","6","visits","ms"
"sigma.psi.yr",0.238,0.143,0.344,1.007,0.2,"-1","-0.5","6","visits","ms"
"mu.p",-0.583,-0.743,-0.412,1.053,-0.5,"-1","-0.5","6","visits","ms"
"sigma.p.sp",0.474,0.39,0.595,1,NA,"-1","-0.5","6","visits","ms"
"p.yr",-0.957,-1.103,-0.819,1.025,-1,"-1","-0.5","6","visits","ms"
"sigma.p.site",1.539,1.471,1.607,1.001,1.5,"-1","-0.5","6","visits","ms"
"per_chage_bci",-4.44399060745464,-9.9405457951595,1.44582339650532,NA,0,"-1","-0.5","6","visits","ms"
"mu.psi",0.045,-0.06,0.167,1.231,0,"-1","0","6","visits","ms"
"sigma.psi.sp",0.537,0.442,0.672,1.005,0.5,"-1","0","6","visits","ms"
"mu.psi.yr",-0.084,-0.177,0.012,1.008,0,"-1","0","6","visits","ms"
"sigma.psi.yr",0.179,0.085,0.271,1.039,0.2,"-1","0","6","visits","ms"
"mu.p",-0.423,-0.552,-0.288,1.013,-0.5,"-1","0","6","visits","ms"
"sigma.p.sp",0.332,0.274,0.405,1.001,NA,"-1","0","6","visits","ms"
"p.yr",-0.931,-1.082,-0.786,1.057,-1,"-1","0","6","visits","ms"
"sigma.p.site",1.495,1.439,1.557,0.997,1.5,"-1","0","6","visits","ms"
"per_chage_bci",-4.08148246633456,-8.53536115385189,0.590705354933539,NA,0,"-1","0","6","visits","ms"
"mu.psi",-0.038,-0.149,0.096,1.225,0,"0","-0.5","6","visits","ms"
"sigma.psi.sp",0.517,0.426,0.628,1.017,0.5,"0","-0.5","6","visits","ms"
"mu.psi.yr",-0.033,-0.122,0.062,1.105,0,"0","-0.5","6","visits","ms"
"sigma.psi.yr",0.228,0.155,0.301,1.033,0.2,"0","-0.5","6","visits","ms"
"mu.p",-0.476,-0.612,-0.317,1.175,-0.5,"0","-0.5","6","visits","ms"
"sigma.p.sp",0.553,0.445,0.679,0.999,NA,"0","-0.5","6","visits","ms"
"p.yr",-0.038,-0.188,0.106,1.155,0,"0","-0.5","6","visits","ms"
"sigma.p.site",1.433,1.371,1.493,1.003,1.5,"0","-0.5","6","visits","ms"
"per_chage_bci",-1.63053200341489,-6.04476254933037,3.23267432897048,NA,0,"0","-0.5","6","visits","ms"
"mu.psi",-0.051,-0.152,0.074,1.273,0,"0","0","6","visits","ms"
"sigma.psi.sp",0.516,0.426,0.619,1.021,0.5,"0","0","6","visits","ms"
"mu.psi.yr",-0.002,-0.074,0.07,1.008,0,"0","0","6","visits","ms"
"sigma.psi.yr",0.172,0.091,0.249,1.025,0.2,"0","0","6","visits","ms"
"mu.p",-0.494,-0.628,-0.335,1.033,-0.5,"0","0","6","visits","ms"
"sigma.p.sp",0.472,0.385,0.574,1.011,NA,"0","0","6","visits","ms"
"p.yr",-0.053,-0.167,0.072,1.027,0,"0","0","6","visits","ms"
"sigma.p.site",1.521,1.461,1.57,1.002,1.5,"0","0","6","visits","ms"
"per_chage_bci",-0.129525487044267,-3.82384204990458,3.65108565990253,NA,0,"0","0","6","visits","ms"
"mu.psi",-0.052,-0.161,0.05,1.15,0,"0.5","-0.5","6","visits","ms"
"sigma.psi.sp",0.472,0.394,0.574,1.007,0.5,"0.5","-0.5","6","visits","ms"
"mu.psi.yr",-0.087,-0.158,-0.005,1.007,0,"0.5","-0.5","6","visits","ms"
"sigma.psi.yr",0.148,0.077,0.237,0.997,0.2,"0.5","-0.5","6","visits","ms"
"mu.p",-0.5,-0.643,-0.362,1.005,-0.5,"0.5","-0.5","6","visits","ms"
"sigma.p.sp",0.466,0.38,0.577,1.021,NA,"0.5","-0.5","6","visits","ms"
"p.yr",0.574,0.444,0.707,1.032,0.5,"0.5","-0.5","6","visits","ms"
"sigma.p.site",1.495,1.438,1.55,1.006,1.5,"0.5","-0.5","6","visits","ms"
"per_chage_bci",-4.45887248365375,-8.15692114826189,-0.281505117019233,NA,0,"0.5","-0.5","6","visits","ms"
"mu.psi",-0.031,-0.16,0.107,1.288,0,"0.5","0","6","visits","ms"
"sigma.psi.sp",0.644,0.532,0.779,1.011,0.5,"0.5","0","6","visits","ms"
"mu.psi.yr",-0.022,-0.103,0.055,1.019,0,"0.5","0","6","visits","ms"
"sigma.psi.yr",0.199,0.132,0.274,1,0.2,"0.5","0","6","visits","ms"
"mu.p",-0.521,-0.648,-0.37,1.115,-0.5,"0.5","0","6","visits","ms"
"sigma.p.sp",0.452,0.379,0.539,1,NA,"0.5","0","6","visits","ms"
"p.yr",0.454,0.32,0.583,1.085,0.5,"0.5","0","6","visits","ms"
"sigma.p.site",1.477,1.429,1.531,0.997,1.5,"0.5","0","6","visits","ms"
"per_chage_bci",-1.11995538815479,-5.1441554210718,2.94360514350464,NA,0,"0.5","0","6","visits","ms"
"mu.psi",-0.033,-0.161,0.08,1.157,0,"1","-0.5","6","visits","ms"
"sigma.psi.sp",0.457,0.373,0.558,1,0.5,"1","-0.5","6","visits","ms"
"mu.psi.yr",0.002,-0.078,0.08,1.011,0,"1","-0.5","6","visits","ms"
"sigma.psi.yr",0.209,0.138,0.286,1.019,0.2,"1","-0.5","6","visits","ms"
"mu.p",-0.602,-0.745,-0.458,1.029,-0.5,"1","-0.5","6","visits","ms"
"sigma.p.sp",0.452,0.369,0.557,0.997,NA,"1","-0.5","6","visits","ms"
"p.yr",1.129,0.96,1.279,1.033,1,"1","-0.5","6","visits","ms"
"sigma.p.site",1.565,1.51,1.622,1.002,1.5,"1","-0.5","6","visits","ms"
"per_chage_bci",0.11647580619036,-3.96179148735794,4.03859253177508,NA,0,"1","-0.5","6","visits","ms"
"mu.psi",-0.039,-0.172,0.062,1.171,0,"1","0","6","visits","ms"
"sigma.psi.sp",0.516,0.428,0.619,1,0.5,"1","0","6","visits","ms"
"mu.psi.yr",-0.007,-0.073,0.06,1.004,0,"1","0","6","visits","ms"
"sigma.psi.yr",0.169,0.103,0.246,1.012,0.2,"1","0","6","visits","ms"
"mu.p",-0.629,-0.763,-0.512,1.022,-0.5,"1","0","6","visits","ms"
"sigma.p.sp",0.505,0.416,0.62,1.001,NA,"1","0","6","visits","ms"
"p.yr",1.07,0.954,1.186,1.042,1,"1","0","6","visits","ms"
"sigma.p.site",1.477,1.419,1.532,1.025,1.5,"1","0","6","visits","ms"
"per_chage_bci",-0.323017771007072,-3.71014095714091,3.05245289009762,NA,0,"1","0","6","visits","ms"
"mu.psi",0.018,-0.144,0.142,1.15,0,"-0.5","-0.5","7","visits","ms"
"sigma.psi.sp",0.483,0.399,0.589,1.001,0.5,"-0.5","-0.5","7","visits","ms"
"mu.psi.yr",-0.101,-0.201,-0.005,0.999,0,"-0.5","-0.5","7","visits","ms"
"sigma.psi.yr",0.179,0.09,0.277,1.004,0.2,"-0.5","-0.5","7","visits","ms"
"mu.p",-0.558,-0.707,-0.391,1.401,-0.5,"-0.5","-0.5","7","visits","ms"
"sigma.p.sp",0.547,0.459,0.658,1.03,NA,"-0.5","-0.5","7","visits","ms"
"p.yr",-0.531,-0.649,-0.394,1.056,-0.5,"-0.5","-0.5","7","visits","ms"
"sigma.p.site",1.458,1.406,1.52,1.006,1.5,"-0.5","-0.5","7","visits","ms"
"per_chage_bci",-4.96510744176345,-9.76680529853652,-0.23307028828325,NA,0,"-0.5","-0.5","7","visits","ms"
"mu.psi",0.087,-0.075,0.256,1.278,0,"-0.5","0","7","visits","ms"
"sigma.psi.sp",0.567,0.472,0.699,1.004,0.5,"-0.5","0","7","visits","ms"
"mu.psi.yr",-0.093,-0.184,-0.002,1.017,0,"-0.5","0","7","visits","ms"
"sigma.psi.yr",0.196,0.129,0.272,1.019,0.2,"-0.5","0","7","visits","ms"
"mu.p",-0.481,-0.619,-0.318,1.178,-0.5,"-0.5","0","7","visits","ms"
"sigma.p.sp",0.446,0.368,0.538,1.001,NA,"-0.5","0","7","visits","ms"
"p.yr",-0.454,-0.588,-0.32,1.044,-0.5,"-0.5","0","7","visits","ms"
"sigma.p.site",1.444,1.398,1.5,0.999,1.5,"-0.5","0","7","visits","ms"
"per_chage_bci",-4.40467180451082,-8.71377176515844,-0.0843556741679958,NA,0,"-0.5","0","7","visits","ms"
"mu.psi",0.009,-0.12,0.193,1.299,0,"-1","-0.5","7","visits","ms"
"sigma.psi.sp",0.496,0.399,0.604,1.01,0.5,"-1","-0.5","7","visits","ms"
"mu.psi.yr",-0.058,-0.163,0.058,0.998,0,"-1","-0.5","7","visits","ms"
"sigma.psi.yr",0.203,0.078,0.302,1.197,0.2,"-1","-0.5","7","visits","ms"
"mu.p",-0.539,-0.682,-0.399,1.011,-0.5,"-1","-0.5","7","visits","ms"
"sigma.p.sp",0.503,0.421,0.611,1.001,NA,"-1","-0.5","7","visits","ms"
"p.yr",-0.994,-1.144,-0.853,1.015,-1,"-1","-0.5","7","visits","ms"
"sigma.p.site",1.494,1.439,1.556,1.004,1.5,"-1","-0.5","7","visits","ms"
"per_chage_bci",-2.91337009478209,-8.16107914192975,2.78019473690017,NA,0,"-1","-0.5","7","visits","ms"
"mu.psi",0.075,-0.009,0.178,1.037,0,"-1","0","7","visits","ms"
"sigma.psi.sp",0.511,0.41,0.627,1.006,0.5,"-1","0","7","visits","ms"
"mu.psi.yr",0.004,-0.102,0.096,0.998,0,"-1","0","7","visits","ms"
"sigma.psi.yr",0.195,0.117,0.281,1.023,0.2,"-1","0","7","visits","ms"
"mu.p",-0.379,-0.518,-0.243,1.033,-0.5,"-1","0","7","visits","ms"
"sigma.p.sp",0.463,0.381,0.565,1.008,NA,"-1","0","7","visits","ms"
"p.yr",-1.067,-1.162,-0.937,1.001,-1,"-1","0","7","visits","ms"
"sigma.p.site",1.527,1.473,1.578,1.019,1.5,"-1","0","7","visits","ms"
"per_chage_bci",0.224111053862532,-4.77014653944664,4.6406794404907,NA,0,"-1","0","7","visits","ms"
"mu.psi",0.115,-0.001,0.223,1.085,0,"0","-0.5","7","visits","ms"
"sigma.psi.sp",0.496,0.403,0.611,0.997,0.5,"0","-0.5","7","visits","ms"
"mu.psi.yr",-0.031,-0.112,0.057,1.051,0,"0","-0.5","7","visits","ms"
"sigma.psi.yr",0.141,0.061,0.235,1.07,0.2,"0","-0.5","7","visits","ms"
"mu.p",-0.468,-0.595,-0.361,1.009,-0.5,"0","-0.5","7","visits","ms"
"sigma.p.sp",0.547,0.449,0.667,1.005,NA,"0","-0.5","7","visits","ms"
"p.yr",0.003,-0.142,0.123,1.054,0,"0","-0.5","7","visits","ms"
"sigma.p.site",1.543,1.492,1.601,1.004,1.5,"0","-0.5","7","visits","ms"
"per_chage_bci",-1.4509872959395,-5.17195830402945,2.66239364699016,NA,0,"0","-0.5","7","visits","ms"
"mu.psi",-0.062,-0.176,0.022,1.02,0,"0","0","7","visits","ms"
"sigma.psi.sp",0.458,0.373,0.564,1.006,0.5,"0","0","7","visits","ms"
"mu.psi.yr",0.033,-0.046,0.114,1.003,0,"0","0","7","visits","ms"
"sigma.psi.yr",0.169,0.106,0.233,1.009,0.2,"0","0","7","visits","ms"
"mu.p",-0.461,-0.615,-0.315,1.177,-0.5,"0","0","7","visits","ms"
"sigma.p.sp",0.518,0.415,0.632,1.004,NA,"0","0","7","visits","ms"
"p.yr",-0.07,-0.168,0.036,1.042,0,"0","0","7","visits","ms"
"sigma.p.site",1.485,1.429,1.537,1.002,1.5,"0","0","7","visits","ms"
"per_chage_bci",1.71904743335167,-2.38145572627041,5.97861752645674,NA,0,"0","0","7","visits","ms"
"mu.psi",0.083,-0.069,0.228,1.185,0,"0.5","-0.5","7","visits","ms"
"sigma.psi.sp",0.494,0.404,0.598,1.011,0.5,"0.5","-0.5","7","visits","ms"
"mu.psi.yr",-0.012,-0.104,0.088,1.022,0,"0.5","-0.5","7","visits","ms"
"sigma.psi.yr",0.241,0.163,0.321,1.005,0.2,"0.5","-0.5","7","visits","ms"
"mu.p",-0.658,-0.843,-0.509,1.512,-0.5,"0.5","-0.5","7","visits","ms"
"sigma.p.sp",0.557,0.459,0.689,0.996,NA,"0.5","-0.5","7","visits","ms"
"p.yr",0.617,0.493,0.738,1.081,0.5,"0.5","-0.5","7","visits","ms"
"sigma.p.site",1.531,1.47,1.592,1.009,1.5,"0.5","-0.5","7","visits","ms"
"per_chage_bci",-0.532164784182762,-4.84140496923268,4.28242052715812,NA,0,"0.5","-0.5","7","visits","ms"
"mu.psi",-0.022,-0.125,0.084,1.194,0,"0.5","0","7","visits","ms"
"sigma.psi.sp",0.517,0.431,0.628,1.011,0.5,"0.5","0","7","visits","ms"
"mu.psi.yr",0.035,-0.043,0.111,1.026,0,"0.5","0","7","visits","ms"
"sigma.psi.yr",0.212,0.156,0.276,1.011,0.2,"0.5","0","7","visits","ms"
"mu.p",-0.461,-0.588,-0.34,1.228,-0.5,"0.5","0","7","visits","ms"
"sigma.p.sp",0.444,0.364,0.534,0.999,NA,"0.5","0","7","visits","ms"
"p.yr",0.506,0.398,0.625,1.187,0.5,"0.5","0","7","visits","ms"
"sigma.p.site",1.502,1.444,1.562,1.007,1.5,"0.5","0","7","visits","ms"
"per_chage_bci",1.79735069385662,-2.15916748957188,5.56736190337887,NA,0,"0.5","0","7","visits","ms"
"mu.psi",0.066,-0.058,0.177,1.014,0,"1","-0.5","7","visits","ms"
"sigma.psi.sp",0.543,0.436,0.66,1.013,0.5,"1","-0.5","7","visits","ms"
"mu.psi.yr",-0.055,-0.124,0.021,1.002,0,"1","-0.5","7","visits","ms"
"sigma.psi.yr",0.182,0.109,0.265,1.014,0.2,"1","-0.5","7","visits","ms"
"mu.p",-0.609,-0.769,-0.467,1.109,-0.5,"1","-0.5","7","visits","ms"
"sigma.p.sp",0.497,0.418,0.586,1.002,NA,"1","-0.5","7","visits","ms"
"p.yr",1.091,0.975,1.222,1.006,1,"1","-0.5","7","visits","ms"
"sigma.p.site",1.509,1.449,1.572,1.038,1.5,"1","-0.5","7","visits","ms"
"per_chage_bci",-2.63937470421535,-5.891729201391,1.00949643491713,NA,0,"1","-0.5","7","visits","ms"
"mu.psi",-0.065,-0.181,0.063,1.111,0,"1","0","7","visits","ms"
"sigma.psi.sp",0.522,0.441,0.637,1.013,0.5,"1","0","7","visits","ms"
"mu.psi.yr",0.074,0.004,0.142,1.009,0,"1","0","7","visits","ms"
"sigma.psi.yr",0.16,0.091,0.235,1.027,0.2,"1","0","7","visits","ms"
"mu.p",-0.508,-0.661,-0.369,1.037,-0.5,"1","0","7","visits","ms"
"sigma.p.sp",0.496,0.407,0.593,1.001,NA,"1","0","7","visits","ms"
"p.yr",1.055,0.925,1.157,1.012,1,"1","0","7","visits","ms"
"sigma.p.site",1.487,1.434,1.537,0.999,1.5,"1","0","7","visits","ms"
"per_chage_bci",3.84298244822277,0.183470692627627,7.32792493792642,NA,0,"1","0","7","visits","ms"
"mu.psi",0.004,-0.154,0.145,1.072,0,"-0.5","-0.5","8","visits","ms"
"sigma.psi.sp",0.515,0.424,0.632,1.006,0.5,"-0.5","-0.5","8","visits","ms"
"mu.psi.yr",-0.062,-0.16,0.036,1.024,0,"-0.5","-0.5","8","visits","ms"
"sigma.psi.yr",0.235,0.154,0.328,1.019,0.2,"-0.5","-0.5","8","visits","ms"
"mu.p",-0.576,-0.716,-0.444,1.054,-0.5,"-0.5","-0.5","8","visits","ms"
"sigma.p.sp",0.503,0.413,0.613,1.019,NA,"-0.5","-0.5","8","visits","ms"
"p.yr",-0.487,-0.624,-0.359,1.065,-0.5,"-0.5","-0.5","8","visits","ms"
"sigma.p.site",1.518,1.457,1.571,1.014,1.5,"-0.5","-0.5","8","visits","ms"
"per_chage_bci",-3.07560039008134,-7.7011999235509,1.75750097938766,NA,0,"-0.5","-0.5","8","visits","ms"
"mu.psi",-0.055,-0.163,0.026,1.037,0,"-0.5","0","8","visits","ms"
"sigma.psi.sp",0.48,0.39,0.596,1.01,0.5,"-0.5","0","8","visits","ms"
"mu.psi.yr",0.014,-0.082,0.111,1.057,0,"-0.5","0","8","visits","ms"
"sigma.psi.yr",0.229,0.157,0.307,0.997,0.2,"-0.5","0","8","visits","ms"
"mu.p",-0.44,-0.598,-0.248,1.304,-0.5,"-0.5","0","8","visits","ms"
"sigma.p.sp",0.544,0.447,0.658,1.025,NA,"-0.5","0","8","visits","ms"
"p.yr",-0.521,-0.643,-0.407,1.106,-0.5,"-0.5","0","8","visits","ms"
"sigma.p.site",1.505,1.455,1.56,1.004,1.5,"-0.5","0","8","visits","ms"
"per_chage_bci",0.743776226580154,-4.16671345260376,5.69522486818002,NA,0,"-0.5","0","8","visits","ms"
"mu.psi",0.014,-0.148,0.208,1.393,0,"-1","-0.5","8","visits","ms"
"sigma.psi.sp",0.57,0.457,0.688,1.017,0.5,"-1","-0.5","8","visits","ms"
"mu.psi.yr",0.074,-0.006,0.161,1.09,0,"-1","-0.5","8","visits","ms"
"sigma.psi.yr",0.108,0.008,0.215,1.303,0.2,"-1","-0.5","8","visits","ms"
"mu.p",-0.443,-0.574,-0.302,1.048,-0.5,"-1","-0.5","8","visits","ms"
"sigma.p.sp",0.472,0.39,0.566,0.997,NA,"-1","-0.5","8","visits","ms"
"p.yr",-1.069,-1.209,-0.948,1.033,-1,"-1","-0.5","8","visits","ms"
"sigma.p.site",1.492,1.437,1.56,1.02,1.5,"-1","-0.5","8","visits","ms"
"per_chage_bci",3.6301390966964,-0.28876024367259,7.93370258136708,NA,0,"-1","-0.5","8","visits","ms"
"mu.psi",0.071,-0.048,0.223,1.103,0,"-1","0","8","visits","ms"
"sigma.psi.sp",0.539,0.448,0.653,0.999,0.5,"-1","0","8","visits","ms"
"mu.psi.yr",-0.005,-0.113,0.096,1.031,0,"-1","0","8","visits","ms"
"sigma.psi.yr",0.241,0.164,0.331,1.009,0.2,"-1","0","8","visits","ms"
"mu.p",-0.585,-0.732,-0.44,1.149,-0.5,"-1","0","8","visits","ms"
"sigma.p.sp",0.542,0.445,0.659,0.999,NA,"-1","0","8","visits","ms"
"p.yr",-0.987,-1.124,-0.861,1.027,-1,"-1","0","8","visits","ms"
"sigma.p.site",1.527,1.469,1.584,0.999,1.5,"-1","0","8","visits","ms"
"per_chage_bci",-0.258387139067978,-5.55952484865094,4.57886177449399,NA,0,"-1","0","8","visits","ms"
"mu.psi",-0.136,-0.26,0.011,1.195,0,"0","-0.5","8","visits","ms"
"sigma.psi.sp",0.561,0.454,0.678,1.022,0.5,"0","-0.5","8","visits","ms"
"mu.psi.yr",0.077,-0.005,0.167,1.014,0,"0","-0.5","8","visits","ms"
"sigma.psi.yr",0.183,0.106,0.265,1.031,0.2,"0","-0.5","8","visits","ms"
"mu.p",-0.691,-0.825,-0.531,1.165,-0.5,"0","-0.5","8","visits","ms"
"sigma.p.sp",0.451,0.371,0.56,1.001,NA,"0","-0.5","8","visits","ms"
"p.yr",0.02,-0.103,0.154,1.051,0,"0","-0.5","8","visits","ms"
"sigma.p.site",1.469,1.413,1.528,1.035,1.5,"0","-0.5","8","visits","ms"
"per_chage_bci",4.14173212583125,-0.248254586395747,8.94884433068528,NA,0,"0","-0.5","8","visits","ms"
"mu.psi",-0.031,-0.157,0.074,1.102,0,"0","0","8","visits","ms"
"sigma.psi.sp",0.554,0.453,0.678,0.995,0.5,"0","0","8","visits","ms"
"mu.psi.yr",-0.007,-0.084,0.062,1.009,0,"0","0","8","visits","ms"
"sigma.psi.yr",0.176,0.111,0.25,1.064,0.2,"0","0","8","visits","ms"
"mu.p",-0.434,-0.548,-0.307,1.343,-0.5,"0","0","8","visits","ms"
"sigma.p.sp",0.49,0.402,0.591,1.004,NA,"0","0","8","visits","ms"
"p.yr",-0.001,-0.121,0.117,1.036,0,"0","0","8","visits","ms"
"sigma.p.site",1.565,1.509,1.624,1.005,1.5,"0","0","8","visits","ms"
"per_chage_bci",-0.361088171510682,-4.14512736224318,3.21949538594959,NA,0,"0","0","8","visits","ms"
"mu.psi",-0.024,-0.151,0.07,1.03,0,"0.5","-0.5","8","visits","ms"
"sigma.psi.sp",0.499,0.414,0.622,1,0.5,"0.5","-0.5","8","visits","ms"
"mu.psi.yr",0.033,-0.053,0.136,0.996,0,"0.5","-0.5","8","visits","ms"
"sigma.psi.yr",0.223,0.156,0.305,1.026,0.2,"0.5","-0.5","8","visits","ms"
"mu.p",-0.564,-0.701,-0.436,1.243,-0.5,"0.5","-0.5","8","visits","ms"
"sigma.p.sp",0.506,0.415,0.604,1.001,NA,"0.5","-0.5","8","visits","ms"
"p.yr",0.531,0.409,0.664,1.026,0.5,"0.5","-0.5","8","visits","ms"
"sigma.p.site",1.5,1.441,1.563,1.018,1.5,"0.5","-0.5","8","visits","ms"
"per_chage_bci",1.67214921735977,-2.65428436645502,7.20313485639607,NA,0,"0.5","-0.5","8","visits","ms"
"mu.psi",-0.085,-0.205,0.045,1.165,0,"0.5","0","8","visits","ms"
"sigma.psi.sp",0.457,0.38,0.563,0.996,0.5,"0.5","0","8","visits","ms"
"mu.psi.yr",0.039,-0.045,0.127,1.022,0,"0.5","0","8","visits","ms"
"sigma.psi.yr",0.254,0.191,0.333,1.015,0.2,"0.5","0","8","visits","ms"
"mu.p",-0.445,-0.59,-0.269,1.106,-0.5,"0.5","0","8","visits","ms"
"sigma.p.sp",0.539,0.453,0.653,1,NA,"0.5","0","8","visits","ms"
"p.yr",0.477,0.341,0.613,1.036,0.5,"0.5","0","8","visits","ms"
"sigma.p.site",1.498,1.446,1.557,1.007,1.5,"0.5","0","8","visits","ms"
"per_chage_bci",2.04811388725849,-2.33360584623507,6.81896081878087,NA,0,"0.5","0","8","visits","ms"
"mu.psi",0.05,-0.119,0.165,1.058,0,"1","-0.5","8","visits","ms"
"sigma.psi.sp",0.546,0.453,0.658,1.005,0.5,"1","-0.5","8","visits","ms"
"mu.psi.yr",-0.033,-0.112,0.045,1.016,0,"1","-0.5","8","visits","ms"
"sigma.psi.yr",0.213,0.152,0.28,1,0.2,"1","-0.5","8","visits","ms"
"mu.p",-0.54,-0.689,-0.399,1.102,-0.5,"1","-0.5","8","visits","ms"
"sigma.p.sp",0.534,0.444,0.647,0.999,NA,"1","-0.5","8","visits","ms"
"p.yr",1.027,0.89,1.167,1.023,1,"1","-0.5","8","visits","ms"
"sigma.p.site",1.517,1.457,1.575,1.013,1.5,"1","-0.5","8","visits","ms"
"per_chage_bci",-1.58285432545767,-5.5103541693347,2.21596718232017,NA,0,"1","-0.5","8","visits","ms"
"mu.psi",-0.174,-0.289,-0.068,1.261,0,"1","0","8","visits","ms"
"sigma.psi.sp",0.458,0.381,0.547,0.997,0.5,"1","0","8","visits","ms"
"mu.psi.yr",0.006,-0.072,0.083,1.097,0,"1","0","8","visits","ms"
"sigma.psi.yr",0.196,0.137,0.267,1.004,0.2,"1","0","8","visits","ms"
"mu.p",-0.511,-0.679,-0.358,1.281,-0.5,"1","0","8","visits","ms"
"sigma.p.sp",0.528,0.439,0.623,0.998,NA,"1","0","8","visits","ms"
"p.yr",0.893,0.76,1.018,1.104,1,"1","0","8","visits","ms"
"sigma.p.site",1.461,1.408,1.517,0.996,1.5,"1","0","8","visits","ms"
"per_chage_bci",0.352262836135405,-3.84388496444171,4.5782333847339,NA,0,"1","0","8","visits","ms"
"mu.psi",0.101,-0.023,0.252,1.025,0,"-0.5","-0.5","9","visits","ms"
"sigma.psi.sp",0.485,0.402,0.583,1.019,0.5,"-0.5","-0.5","9","visits","ms"
"mu.psi.yr",-0.179,-0.284,-0.066,1.019,0,"-0.5","-0.5","9","visits","ms"
"sigma.psi.yr",0.199,0.109,0.29,1.013,0.2,"-0.5","-0.5","9","visits","ms"
"mu.p",-0.647,-0.78,-0.512,1.126,-0.5,"-0.5","-0.5","9","visits","ms"
"sigma.p.sp",0.448,0.37,0.543,1.015,NA,"-0.5","-0.5","9","visits","ms"
"p.yr",-0.316,-0.441,-0.183,1.005,-0.5,"-0.5","-0.5","9","visits","ms"
"sigma.p.site",1.46,1.405,1.512,1.015,1.5,"-0.5","-0.5","9","visits","ms"
"per_chage_bci",-8.48532295255439,-12.95254965309,-3.26788438301832,NA,0,"-0.5","-0.5","9","visits","ms"
"mu.psi",0.031,-0.058,0.129,1.074,0,"-0.5","0","9","visits","ms"
"sigma.psi.sp",0.392,0.321,0.491,1.006,0.5,"-0.5","0","9","visits","ms"
"mu.psi.yr",-0.02,-0.107,0.06,1.044,0,"-0.5","0","9","visits","ms"
"sigma.psi.yr",0.173,0.09,0.247,1.006,0.2,"-0.5","0","9","visits","ms"
"mu.p",-0.451,-0.587,-0.329,1.034,-0.5,"-0.5","0","9","visits","ms"
"sigma.p.sp",0.416,0.34,0.51,1,NA,"-0.5","0","9","visits","ms"
"p.yr",-0.415,-0.537,-0.286,1.064,-0.5,"-0.5","0","9","visits","ms"
"sigma.p.site",1.484,1.432,1.534,1.002,1.5,"-0.5","0","9","visits","ms"
"per_chage_bci",-0.967685262403216,-5.19468289304467,2.99438737293936,NA,0,"-0.5","0","9","visits","ms"
"mu.psi",0.158,0.068,0.276,1.048,0,"-1","-0.5","9","visits","ms"
"sigma.psi.sp",0.528,0.427,0.666,1.017,0.5,"-1","-0.5","9","visits","ms"
"mu.psi.yr",-0.085,-0.196,0.015,1.027,0,"-1","-0.5","9","visits","ms"
"sigma.psi.yr",0.23,0.126,0.326,1.016,0.2,"-1","-0.5","9","visits","ms"
"mu.p",-0.583,-0.775,-0.406,1.064,-0.5,"-1","-0.5","9","visits","ms"
"sigma.p.sp",0.51,0.423,0.612,1.008,NA,"-1","-0.5","9","visits","ms"
"p.yr",-0.886,-1.013,-0.718,1.092,-1,"-1","-0.5","9","visits","ms"
"sigma.p.site",1.477,1.425,1.537,0.997,1.5,"-1","-0.5","9","visits","ms"
"per_chage_bci",-3.92976334040285,-8.8765731139233,0.658730079212375,NA,0,"-1","-0.5","9","visits","ms"
