"var.names","mean","2.5%","97.5%","Rhat","actual.val","mu.psi.yr","mu.v.yr","r","case","sp"
"sigma.p.site",1.196,1.147,1.24,0.996,1.5,"0.5","0","4","detected","ms"
"per_chage_bci",22.6332325136055,18.6175458396384,26.7294184450351,NA,24.4918662403709,"0.5","0","4","detected","ms"
"mu.psi",-0.045,-0.158,0.071,1.282,0,"1","-0.5","4","detected","ms"
"sigma.psi.sp",0.517,0.421,0.625,1.017,0.5,"1","-0.5","4","detected","ms"
"mu.psi.yr",0.931,0.837,1.041,1.074,1,"1","-0.5","4","detected","ms"
"sigma.psi.yr",0.153,0.068,0.251,1.183,0.2,"1","-0.5","4","detected","ms"
"mu.p",-0.117,-0.262,0.032,1.329,-0.5,"1","-0.5","4","detected","ms"
"sigma.p.sp",0.551,0.46,0.665,1.012,NA,"1","-0.5","4","detected","ms"
"p.yr",-0.477,-0.599,-0.365,1.171,-0.5,"1","-0.5","4","detected","ms"
"sigma.p.site",1.213,1.17,1.265,1.004,1.5,"1","-0.5","4","detected","ms"
"per_chage_bci",44.9040218307657,39.0786977009147,51.0743954864544,NA,46.211715726001,"1","-0.5","4","detected","ms"
"mu.psi",-0.094,-0.249,0.022,1.059,0,"1","0","4","detected","ms"
"sigma.psi.sp",0.522,0.433,0.626,0.996,0.5,"1","0","4","detected","ms"
"mu.psi.yr",1.092,0.994,1.175,1.022,1,"1","0","4","detected","ms"
"sigma.psi.yr",0.169,0.079,0.27,1.063,0.2,"1","0","4","detected","ms"
"mu.p",-0.217,-0.352,-0.05,1.183,-0.5,"1","0","4","detected","ms"
"sigma.p.sp",0.52,0.431,0.621,1.046,NA,"1","0","4","detected","ms"
"p.yr",-0.479,-0.58,-0.381,1.002,-0.5,"1","0","4","detected","ms"
"sigma.p.site",1.167,1.128,1.212,1.015,1.5,"1","0","4","detected","ms"
"per_chage_bci",53.3895648271224,46.2735628115853,60.8858702909173,NA,46.211715726001,"1","0","4","detected","ms"
"mu.psi",-0.059,-0.21,0.062,1.113,0,"-0.5","-0.5","5","detected","ms"
"sigma.psi.sp",0.524,0.423,0.646,1.004,0.5,"-0.5","-0.5","5","detected","ms"
"mu.psi.yr",-0.631,-0.727,-0.542,0.997,-0.5,"-0.5","-0.5","5","detected","ms"
"sigma.psi.yr",0.228,0.151,0.304,1.021,0.2,"-0.5","-0.5","5","detected","ms"
"mu.p",-0.238,-0.417,-0.114,1.092,-0.5,"-0.5","-0.5","5","detected","ms"
"sigma.p.sp",0.379,0.304,0.476,1.017,NA,"-0.5","-0.5","5","detected","ms"
"p.yr",-0.12,-0.233,0.027,0.998,-0.5,"-0.5","-0.5","5","detected","ms"
"sigma.p.site",1.085,1.036,1.135,0.998,1.5,"-0.5","-0.5","5","detected","ms"
"per_chage_bci",-31.122702135356,-35.5135855503942,-26.8434181775016,NA,-24.4918662403709,"-0.5","-0.5","5","detected","ms"
"mu.psi",0.095,-0.036,0.216,1.048,0,"-0.5","0","5","detected","ms"
"sigma.psi.sp",0.574,0.472,0.706,1.024,0.5,"-0.5","0","5","detected","ms"
"mu.psi.yr",-0.503,-0.584,-0.428,1.002,-0.5,"-0.5","0","5","detected","ms"
"sigma.psi.yr",0.177,0.092,0.27,1.09,0.2,"-0.5","0","5","detected","ms"
"mu.p",-0.159,-0.303,-0.035,1.301,-0.5,"-0.5","0","5","detected","ms"
"sigma.p.sp",0.51,0.414,0.617,1.015,NA,"-0.5","0","5","detected","ms"
"p.yr",-0.224,-0.341,-0.111,1.042,-0.5,"-0.5","0","5","detected","ms"
"sigma.p.site",1.102,1.064,1.147,1.001,1.5,"-0.5","0","5","detected","ms"
"per_chage_bci",-23.7363556513247,-27.6125652293415,-20.2520260622006,NA,-24.4918662403709,"-0.5","0","5","detected","ms"
"mu.psi",0.083,-0.032,0.206,1.064,0,"-1","-0.5","5","detected","ms"
"sigma.psi.sp",0.479,0.397,0.574,0.997,0.5,"-1","-0.5","5","detected","ms"
"mu.psi.yr",-1.07,-1.179,-0.982,1.021,-1,"-1","-0.5","5","detected","ms"
"sigma.psi.yr",0.129,0.06,0.205,1.039,0.2,"-1","-0.5","5","detected","ms"
"mu.p",-0.243,-0.414,-0.084,1.108,-0.5,"-1","-0.5","5","detected","ms"
"sigma.p.sp",0.527,0.435,0.636,1,NA,"-1","-0.5","5","detected","ms"
"p.yr",0.123,-0.024,0.287,1.023,-0.5,"-1","-0.5","5","detected","ms"
"sigma.p.site",1.068,1.019,1.114,0.999,1.5,"-1","-0.5","5","detected","ms"
"per_chage_bci",-47.816369193285,-52.1116149476885,-44.0128911806542,NA,-46.211715726001,"-1","-0.5","5","detected","ms"
"mu.psi",0.02,-0.078,0.146,1.034,0,"-1","0","5","detected","ms"
"sigma.psi.sp",0.464,0.384,0.558,1.001,0.5,"-1","0","5","detected","ms"
"mu.psi.yr",-1.033,-1.114,-0.945,1.004,-1,"-1","0","5","detected","ms"
"sigma.psi.yr",0.171,0.1,0.238,1.04,0.2,"-1","0","5","detected","ms"
"mu.p",-0.212,-0.309,-0.098,1.033,-0.5,"-1","0","5","detected","ms"
"sigma.p.sp",0.476,0.389,0.579,0.998,NA,"-1","0","5","detected","ms"
"p.yr",0.018,-0.107,0.161,1.029,-0.5,"-1","0","5","detected","ms"
"sigma.p.site",1.08,1.038,1.129,1.017,1.5,"-1","0","5","detected","ms"
"per_chage_bci",-47.2103571298539,-50.4713991880448,-43.5488356124596,NA,-46.211715726001,"-1","0","5","detected","ms"
"mu.psi",0.023,-0.077,0.197,1.128,0,"0","-0.5","5","detected","ms"
"sigma.psi.sp",0.421,0.337,0.534,1.016,0.5,"0","-0.5","5","detected","ms"
"mu.psi.yr",-0.036,-0.119,0.071,1.01,0,"0","-0.5","5","detected","ms"
"sigma.psi.yr",0.165,0.085,0.257,1,0.2,"0","-0.5","5","detected","ms"
"mu.p",-0.252,-0.384,-0.114,1.115,-0.5,"0","-0.5","5","detected","ms"
"sigma.p.sp",0.46,0.371,0.557,1.01,NA,"0","-0.5","5","detected","ms"
"p.yr",-0.369,-0.466,-0.258,1,-0.5,"0","-0.5","5","detected","ms"
"sigma.p.site",1.124,1.075,1.172,1.033,1.5,"0","-0.5","5","detected","ms"
"per_chage_bci",-1.76729734635667,-5.94600655113347,3.33007404857623,NA,0,"0","-0.5","5","detected","ms"
"mu.psi",0.037,-0.093,0.15,1.435,0,"0","0","5","detected","ms"
"sigma.psi.sp",0.498,0.409,0.606,0.999,0.5,"0","0","5","detected","ms"
"mu.psi.yr",-0.015,-0.114,0.075,0.996,0,"0","0","5","detected","ms"
"sigma.psi.yr",0.221,0.152,0.298,1.05,0.2,"0","0","5","detected","ms"
"mu.p",-0.145,-0.314,0.001,1.041,-0.5,"0","0","5","detected","ms"
"sigma.p.sp",0.555,0.468,0.679,1.016,NA,"0","0","5","detected","ms"
"p.yr",-0.403,-0.521,-0.3,1.055,-0.5,"0","0","5","detected","ms"
"sigma.p.site",1.161,1.114,1.204,0.996,1.5,"0","0","5","detected","ms"
"per_chage_bci",-0.733602943844429,-5.57483314996794,3.68902630083665,NA,0,"0","0","5","detected","ms"
"mu.psi",0.009,-0.117,0.125,1.121,0,"0.5","-0.5","5","detected","ms"
"sigma.psi.sp",0.532,0.431,0.649,1.012,0.5,"0.5","-0.5","5","detected","ms"
"mu.psi.yr",0.561,0.426,0.681,1.012,0.5,"0.5","-0.5","5","detected","ms"
"sigma.psi.yr",0.27,0.198,0.368,0.997,0.2,"0.5","-0.5","5","detected","ms"
"mu.p",-0.246,-0.411,-0.112,1.11,-0.5,"0.5","-0.5","5","detected","ms"
"sigma.p.sp",0.621,0.52,0.766,1.008,NA,"0.5","-0.5","5","detected","ms"
"p.yr",-0.488,-0.6,-0.364,0.999,-0.5,"0.5","-0.5","5","detected","ms"
"sigma.p.site",1.113,1.064,1.16,1.005,1.5,"0.5","-0.5","5","detected","ms"
"per_chage_bci",27.174690895812,20.8187204259631,33.2299458462503,NA,24.4918662403709,"0.5","-0.5","5","detected","ms"
"mu.psi",-0.068,-0.159,0.089,1.128,0,"0.5","0","5","detected","ms"
"sigma.psi.sp",0.453,0.36,0.553,1.012,0.5,"0.5","0","5","detected","ms"
"mu.psi.yr",0.55,0.469,0.648,1.127,0.5,"0.5","0","5","detected","ms"
"sigma.psi.yr",0.145,0.072,0.221,1.033,0.2,"0.5","0","5","detected","ms"
"mu.p",-0.198,-0.36,-0.047,1.147,-0.5,"0.5","0","5","detected","ms"
"sigma.p.sp",0.472,0.391,0.572,1.013,NA,"0.5","0","5","detected","ms"
"p.yr",-0.443,-0.576,-0.323,1.231,-0.5,"0.5","0","5","detected","ms"
"sigma.p.site",1.163,1.114,1.209,0.999,1.5,"0.5","0","5","detected","ms"
"per_chage_bci",27.9810530796934,23.3194342738797,32.8232749441384,NA,24.4918662403709,"0.5","0","5","detected","ms"
"mu.psi",-0.046,-0.155,0.073,1.121,0,"1","-0.5","5","detected","ms"
"sigma.psi.sp",0.436,0.356,0.536,0.997,0.5,"1","-0.5","5","detected","ms"
"mu.psi.yr",1.022,0.93,1.126,1.016,1,"1","-0.5","5","detected","ms"
"sigma.psi.yr",0.177,0.027,0.281,1.114,0.2,"1","-0.5","5","detected","ms"
"mu.p",-0.278,-0.419,-0.119,1.076,-0.5,"1","-0.5","5","detected","ms"
"sigma.p.sp",0.528,0.434,0.65,1.007,NA,"1","-0.5","5","detected","ms"
"p.yr",-0.398,-0.515,-0.248,1.01,-0.5,"1","-0.5","5","detected","ms"
"sigma.p.site",1.197,1.157,1.24,0.999,1.5,"1","-0.5","5","detected","ms"
"per_chage_bci",48.7485338379689,42.5531017082651,55.8958814173002,NA,46.211715726001,"1","-0.5","5","detected","ms"
"mu.psi",-0.025,-0.14,0.114,1.066,0,"1","0","5","detected","ms"
"sigma.psi.sp",0.489,0.397,0.601,1.007,0.5,"1","0","5","detected","ms"
"mu.psi.yr",1.028,0.944,1.135,1.051,1,"1","0","5","detected","ms"
"sigma.psi.yr",0.094,0.013,0.214,1.255,0.2,"1","0","5","detected","ms"
"mu.p",-0.292,-0.426,-0.135,1.072,-0.5,"1","0","5","detected","ms"
"sigma.p.sp",0.49,0.41,0.599,1.002,NA,"1","0","5","detected","ms"
"p.yr",-0.453,-0.542,-0.359,1.012,-0.5,"1","0","5","detected","ms"
"sigma.p.site",1.173,1.134,1.214,1,1.5,"1","0","5","detected","ms"
"per_chage_bci",48.1797316846871,42.8465396214371,53.928360934096,NA,46.211715726001,"1","0","5","detected","ms"
"mu.psi",0.006,-0.225,0.18,1.901,0,"-0.5","-0.5","6","detected","ms"
"sigma.psi.sp",0.576,0.473,0.709,1.036,0.5,"-0.5","-0.5","6","detected","ms"
"mu.psi.yr",-0.604,-0.715,-0.49,1.01,-0.5,"-0.5","-0.5","6","detected","ms"
"sigma.psi.yr",0.277,0.208,0.374,1.021,0.2,"-0.5","-0.5","6","detected","ms"
"mu.p",-0.301,-0.436,-0.169,1.097,-0.5,"-0.5","-0.5","6","detected","ms"
"sigma.p.sp",0.548,0.448,0.666,1.02,NA,"-0.5","-0.5","6","detected","ms"
"p.yr",-0.204,-0.33,-0.074,1.006,-0.5,"-0.5","-0.5","6","detected","ms"
"sigma.p.site",1.081,1.024,1.13,1.021,1.5,"-0.5","-0.5","6","detected","ms"
"per_chage_bci",-29.1982075769657,-34.2258632992569,-24.1447959630646,NA,-24.4918662403709,"-0.5","-0.5","6","detected","ms"
"mu.psi",0.062,-0.085,0.165,1.132,0,"-0.5","0","6","detected","ms"
"sigma.psi.sp",0.466,0.383,0.569,1.006,0.5,"-0.5","0","6","detected","ms"
"mu.psi.yr",-0.467,-0.561,-0.371,1.014,-0.5,"-0.5","0","6","detected","ms"
"sigma.psi.yr",0.235,0.174,0.317,1.007,0.2,"-0.5","0","6","detected","ms"
"mu.p",-0.151,-0.312,-0.014,1.064,-0.5,"-0.5","0","6","detected","ms"
"sigma.p.sp",0.504,0.407,0.622,1.004,NA,"-0.5","0","6","detected","ms"
"p.yr",-0.266,-0.383,-0.143,1.016,-0.5,"-0.5","0","6","detected","ms"
"sigma.p.site",1.151,1.107,1.198,1,1.5,"-0.5","0","6","detected","ms"
"per_chage_bci",-22.3587015462597,-26.6216680203701,-18.3635096957667,NA,-24.4918662403709,"-0.5","0","6","detected","ms"
"mu.psi",0.142,0.021,0.256,1.092,0,"-1","-0.5","6","detected","ms"
"sigma.psi.sp",0.419,0.329,0.53,1.029,0.5,"-1","-0.5","6","detected","ms"
"mu.psi.yr",-1.092,-1.212,-0.97,1.074,-1,"-1","-0.5","6","detected","ms"
"sigma.psi.yr",0.247,0.171,0.339,1.013,0.2,"-1","-0.5","6","detected","ms"
"mu.p",-0.23,-0.375,-0.079,1.053,-0.5,"-1","-0.5","6","detected","ms"
"sigma.p.sp",0.48,0.396,0.581,1.003,NA,"-1","-0.5","6","detected","ms"
"p.yr",-0.039,-0.186,0.109,1.147,-0.5,"-1","-0.5","6","detected","ms"
"sigma.p.site",1.128,1.08,1.185,1.008,1.5,"-1","-0.5","6","detected","ms"
"per_chage_bci",-47.8728882011648,-51.7667855064098,-43.5908160134541,NA,-46.211715726001,"-1","-0.5","6","detected","ms"
"mu.psi",0.048,-0.057,0.162,1.045,0,"-1","0","6","detected","ms"
"sigma.psi.sp",0.515,0.424,0.624,1.006,0.5,"-1","0","6","detected","ms"
"mu.psi.yr",-1.097,-1.191,-1.009,1.001,-1,"-1","0","6","detected","ms"
"sigma.psi.yr",0.201,0.139,0.277,1.008,0.2,"-1","0","6","detected","ms"
"mu.p",-0.167,-0.316,-0.06,1.048,-0.5,"-1","0","6","detected","ms"
"sigma.p.sp",0.365,0.294,0.453,1.013,NA,"-1","0","6","detected","ms"
"p.yr",-0.001,-0.12,0.114,1.016,-0.5,"-1","0","6","detected","ms"
"sigma.p.site",1.052,1.003,1.096,1.003,1.5,"-1","0","6","detected","ms"
"per_chage_bci",-49.2955690812909,-52.7670802191497,-46.2719363489247,NA,-46.211715726001,"-1","0","6","detected","ms"
"mu.psi",-0.049,-0.183,0.088,1.165,0,"0","-0.5","6","detected","ms"
"sigma.psi.sp",0.524,0.423,0.636,1.005,0.5,"0","-0.5","6","detected","ms"
"mu.psi.yr",-0.042,-0.148,0.052,1.02,0,"0","-0.5","6","detected","ms"
"sigma.psi.yr",0.245,0.171,0.325,1.019,0.2,"0","-0.5","6","detected","ms"
"mu.p",-0.138,-0.307,0.058,1.238,-0.5,"0","-0.5","6","detected","ms"
"sigma.p.sp",0.562,0.474,0.675,0.997,NA,"0","-0.5","6","detected","ms"
"p.yr",-0.358,-0.48,-0.248,1.094,-0.5,"0","-0.5","6","detected","ms"
"sigma.p.site",1.063,1.014,1.112,1.001,1.5,"0","-0.5","6","detected","ms"
"per_chage_bci",-2.09896357628766,-7.39294665962599,2.66850527820574,NA,0,"0","-0.5","6","detected","ms"
"mu.psi",-0.077,-0.228,0.053,1.046,0,"0","0","6","detected","ms"
"sigma.psi.sp",0.517,0.428,0.62,1.015,0.5,"0","0","6","detected","ms"
"mu.psi.yr",-0.018,-0.096,0.065,1.037,0,"0","0","6","detected","ms"
"sigma.psi.yr",0.144,0.061,0.212,1.042,0.2,"0","0","6","detected","ms"
"mu.p",-0.159,-0.303,-0.002,1.256,-0.5,"0","0","6","detected","ms"
"sigma.p.sp",0.497,0.413,0.597,1.01,NA,"0","0","6","detected","ms"
"p.yr",-0.362,-0.48,-0.245,1.056,-0.5,"0","0","6","detected","ms"
"sigma.p.site",1.11,1.061,1.156,1.008,1.5,"0","0","6","detected","ms"
"per_chage_bci",-0.899601378926903,-4.706253825818,3.37900247326063,NA,0,"0","0","6","detected","ms"
"mu.psi",-0.066,-0.204,0.05,1.072,0,"0.5","-0.5","6","detected","ms"
"sigma.psi.sp",0.477,0.386,0.604,1.003,0.5,"0.5","-0.5","6","detected","ms"
"mu.psi.yr",0.472,0.382,0.59,1.029,0.5,"0.5","-0.5","6","detected","ms"
"sigma.psi.yr",0.194,0.074,0.287,1.201,0.2,"0.5","-0.5","6","detected","ms"
"mu.p",-0.165,-0.328,-0.005,1.147,-0.5,"0.5","-0.5","6","detected","ms"
"sigma.p.sp",0.516,0.417,0.628,1.036,NA,"0.5","-0.5","6","detected","ms"
"p.yr",-0.459,-0.592,-0.326,1.012,-0.5,"0.5","-0.5","6","detected","ms"
"sigma.p.site",1.141,1.099,1.188,1,1.5,"0.5","-0.5","6","detected","ms"
"per_chage_bci",24.1280505668381,19.2455722859911,30.537550699498,NA,24.4918662403709,"0.5","-0.5","6","detected","ms"
"mu.psi",-0.044,-0.18,0.102,1.31,0,"0.5","0","6","detected","ms"
"sigma.psi.sp",0.625,0.519,0.773,1.003,0.5,"0.5","0","6","detected","ms"
"mu.psi.yr",0.52,0.408,0.623,1.036,0.5,"0.5","0","6","detected","ms"
"sigma.psi.yr",0.241,0.144,0.335,1.001,0.2,"0.5","0","6","detected","ms"
"mu.p",-0.187,-0.307,-0.05,1.591,-0.5,"0.5","0","6","detected","ms"
"sigma.p.sp",0.503,0.406,0.619,1.038,NA,"0.5","0","6","detected","ms"
"p.yr",-0.478,-0.61,-0.363,1.253,-0.5,"0.5","0","6","detected","ms"
"sigma.p.site",1.16,1.115,1.204,1.015,1.5,"0.5","0","6","detected","ms"
"per_chage_bci",26.1710926873748,20.526405151123,32.0225069242388,NA,24.4918662403709,"0.5","0","6","detected","ms"
"mu.psi",-0.055,-0.181,0.061,1.178,0,"1","-0.5","6","detected","ms"
"sigma.psi.sp",0.456,0.381,0.555,1.01,0.5,"1","-0.5","6","detected","ms"
"mu.psi.yr",1.023,0.92,1.138,1.016,1,"1","-0.5","6","detected","ms"
"sigma.psi.yr",0.163,0.054,0.288,1.12,0.2,"1","-0.5","6","detected","ms"
"mu.p",-0.219,-0.335,-0.095,1.052,-0.5,"1","-0.5","6","detected","ms"
"sigma.p.sp",0.459,0.385,0.557,1.012,NA,"1","-0.5","6","detected","ms"
"p.yr",-0.456,-0.565,-0.364,1.011,-0.5,"1","-0.5","6","detected","ms"
"sigma.p.site",1.184,1.136,1.233,1.025,1.5,"1","-0.5","6","detected","ms"
"per_chage_bci",49.0820989420967,42.3961056551046,57.2634611226383,NA,46.211715726001,"1","-0.5","6","detected","ms"
"mu.psi",-0.071,-0.219,0.078,1.127,0,"1","0","6","detected","ms"
"sigma.psi.sp",0.536,0.437,0.67,1.003,0.5,"1","0","6","detected","ms"
"mu.psi.yr",1.009,0.902,1.111,1.163,1,"1","0","6","detected","ms"
"sigma.psi.yr",0.099,0.014,0.2,1.267,0.2,"1","0","6","detected","ms"
"mu.p",-0.226,-0.329,-0.102,1.018,-0.5,"1","0","6","detected","ms"
"sigma.p.sp",0.489,0.397,0.601,1.014,NA,"1","0","6","detected","ms"
"p.yr",-0.505,-0.603,-0.419,1.003,-0.5,"1","0","6","detected","ms"
"sigma.p.site",1.137,1.091,1.184,0.997,1.5,"1","0","6","detected","ms"
"per_chage_bci",49.0684165693228,41.7884458825127,55.6865543832387,NA,46.211715726001,"1","0","6","detected","ms"
"mu.psi",-0.022,-0.128,0.086,1.129,0,"-0.5","-0.5","7","detected","ms"
"sigma.psi.sp",0.495,0.389,0.614,1.01,0.5,"-0.5","-0.5","7","detected","ms"
"mu.psi.yr",-0.524,-0.624,-0.419,1.015,-0.5,"-0.5","-0.5","7","detected","ms"
"sigma.psi.yr",0.214,0.136,0.284,1.001,0.2,"-0.5","-0.5","7","detected","ms"
"mu.p",-0.215,-0.353,-0.075,1.049,-0.5,"-0.5","-0.5","7","detected","ms"
"sigma.p.sp",0.555,0.456,0.672,0.996,NA,"-0.5","-0.5","7","detected","ms"
"p.yr",-0.269,-0.412,-0.135,1.017,-0.5,"-0.5","-0.5","7","detected","ms"
"sigma.p.site",1.1,1.057,1.144,1.014,1.5,"-0.5","-0.5","7","detected","ms"
"per_chage_bci",-25.7975670997837,-30.324464471699,-20.7570618125503,NA,-24.4918662403709,"-0.5","-0.5","7","detected","ms"
"mu.psi",0.08,-0.04,0.209,1.166,0,"-0.5","0","7","detected","ms"
"sigma.psi.sp",0.56,0.463,0.685,1.004,0.5,"-0.5","0","7","detected","ms"
"mu.psi.yr",-0.605,-0.685,-0.513,1.011,-0.5,"-0.5","0","7","detected","ms"
"sigma.psi.yr",0.114,0.012,0.203,1.317,0.2,"-0.5","0","7","detected","ms"
"mu.p",-0.215,-0.329,-0.092,1.123,-0.5,"-0.5","0","7","detected","ms"
"sigma.p.sp",0.476,0.395,0.577,0.997,NA,"-0.5","0","7","detected","ms"
"p.yr",-0.155,-0.271,-0.046,1.033,-0.5,"-0.5","0","7","detected","ms"
"sigma.p.site",1.076,1.032,1.12,0.998,1.5,"-0.5","0","7","detected","ms"
"per_chage_bci",-28.5022911066892,-32.1283935807467,-24.8244489740971,NA,-24.4918662403709,"-0.5","0","7","detected","ms"
"mu.psi",-0.029,-0.179,0.094,1.351,0,"-1","-0.5","7","detected","ms"
"sigma.psi.sp",0.513,0.411,0.626,1.034,0.5,"-1","-0.5","7","detected","ms"
"mu.psi.yr",-1.038,-1.159,-0.937,1.133,-1,"-1","-0.5","7","detected","ms"
"sigma.psi.yr",0.154,0.069,0.235,1.028,0.2,"-1","-0.5","7","detected","ms"
"mu.p",-0.257,-0.407,-0.116,1.037,-0.5,"-1","-0.5","7","detected","ms"
"sigma.p.sp",0.47,0.385,0.589,1.003,NA,"-1","-0.5","7","detected","ms"
"p.yr",0.041,-0.084,0.196,1.128,-0.5,"-1","-0.5","7","detected","ms"
"sigma.p.site",1.072,1.021,1.131,0.998,1.5,"-1","-0.5","7","detected","ms"
"per_chage_bci",-48.0158173384797,-52.1591253006151,-44.2507232294969,NA,-46.211715726001,"-1","-0.5","7","detected","ms"
"mu.psi",0.072,-0.091,0.229,1.128,0,"-1","0","7","detected","ms"
"sigma.psi.sp",0.49,0.407,0.592,1.015,0.5,"-1","0","7","detected","ms"
"mu.psi.yr",-1.032,-1.133,-0.939,1.004,-1,"-1","0","7","detected","ms"
"sigma.psi.yr",0.182,0.107,0.255,1.003,0.2,"-1","0","7","detected","ms"
"mu.p",-0.132,-0.269,0.01,1.345,-0.5,"-1","0","7","detected","ms"
"sigma.p.sp",0.481,0.398,0.599,1.007,NA,"-1","0","7","detected","ms"
"p.yr",-0.034,-0.171,0.102,0.998,-0.5,"-1","0","7","detected","ms"
"sigma.p.site",1.1,1.054,1.146,1.005,1.5,"-1","0","7","detected","ms"
"per_chage_bci",-46.5149737265828,-50.1485667212099,-42.656111600548,NA,-46.211715726001,"-1","0","7","detected","ms"
"mu.psi",0.111,-0.035,0.214,1.167,0,"0","-0.5","7","detected","ms"
"sigma.psi.sp",0.506,0.411,0.609,1.003,0.5,"0","-0.5","7","detected","ms"
"mu.psi.yr",-0.063,-0.153,0.028,1.112,0,"0","-0.5","7","detected","ms"
"sigma.psi.yr",0.151,0.061,0.242,1.008,0.2,"0","-0.5","7","detected","ms"
"mu.p",-0.171,-0.358,0.002,1.119,-0.5,"0","-0.5","7","detected","ms"
"sigma.p.sp",0.569,0.468,0.718,1.007,NA,"0","-0.5","7","detected","ms"
"p.yr",-0.376,-0.493,-0.258,1.083,-0.5,"0","-0.5","7","detected","ms"
"sigma.p.site",1.209,1.163,1.264,1.005,1.5,"0","-0.5","7","detected","ms"
"per_chage_bci",-2.94414383746743,-7.18910262687497,1.35206449792033,NA,0,"0","-0.5","7","detected","ms"
"mu.psi",-0.057,-0.179,0.042,1.067,0,"0","0","7","detected","ms"
"sigma.psi.sp",0.468,0.388,0.568,1.015,0.5,"0","0","7","detected","ms"
"mu.psi.yr",0.022,-0.064,0.108,1.003,0,"0","0","7","detected","ms"
"sigma.psi.yr",0.181,0.094,0.279,1.016,0.2,"0","0","7","detected","ms"
"mu.p",-0.125,-0.257,0.027,1.141,-0.5,"0","0","7","detected","ms"
"sigma.p.sp",0.493,0.399,0.611,1.009,NA,"0","0","7","detected","ms"
"p.yr",-0.418,-0.522,-0.31,1.04,-0.5,"0","0","7","detected","ms"
"sigma.p.site",1.11,1.06,1.158,1.016,1.5,"0","0","7","detected","ms"
"per_chage_bci",1.12559487190482,-3.24482899844358,5.61639233212567,NA,0,"0","0","7","detected","ms"
"mu.psi",0.121,-0.025,0.249,1.262,0,"0.5","-0.5","7","detected","ms"
"sigma.psi.sp",0.51,0.419,0.62,0.997,0.5,"0.5","-0.5","7","detected","ms"
"mu.psi.yr",0.47,0.366,0.588,1.001,0.5,"0.5","-0.5","7","detected","ms"
"sigma.psi.yr",0.27,0.183,0.371,1.049,0.2,"0.5","-0.5","7","detected","ms"
"mu.p",-0.257,-0.405,-0.123,1.206,-0.5,"0.5","-0.5","7","detected","ms"
"sigma.p.sp",0.528,0.429,0.64,1.007,NA,"0.5","-0.5","7","detected","ms"
"p.yr",-0.352,-0.455,-0.243,1.011,-0.5,"0.5","-0.5","7","detected","ms"
"sigma.p.site",1.166,1.123,1.207,0.997,1.5,"0.5","-0.5","7","detected","ms"
"per_chage_bci",21.418490767954,16.5242351042879,27.2494655278226,NA,24.4918662403709,"0.5","-0.5","7","detected","ms"
"mu.psi",-0.046,-0.201,0.089,1.345,0,"0.5","0","7","detected","ms"
"sigma.psi.sp",0.506,0.413,0.624,1.004,0.5,"0.5","0","7","detected","ms"
"mu.psi.yr",0.568,0.468,0.661,1.004,0.5,"0.5","0","7","detected","ms"
"sigma.psi.yr",0.232,0.154,0.328,1.032,0.2,"0.5","0","7","detected","ms"
"mu.p",-0.112,-0.27,0.045,1.234,-0.5,"0.5","0","7","detected","ms"
"sigma.p.sp",0.461,0.375,0.572,1.014,NA,"0.5","0","7","detected","ms"
"p.yr",-0.505,-0.614,-0.404,1.029,-0.5,"0.5","0","7","detected","ms"
"sigma.p.site",1.188,1.143,1.24,1.004,1.5,"0.5","0","7","detected","ms"
"per_chage_bci",28.5072520989295,23.285598600613,34.6919168242467,NA,24.4918662403709,"0.5","0","7","detected","ms"
"mu.psi",-0.014,-0.16,0.148,1.413,0,"1","-0.5","7","detected","ms"
"sigma.psi.sp",0.525,0.42,0.646,1.008,0.5,"1","-0.5","7","detected","ms"
"mu.psi.yr",0.919,0.813,1.032,1.043,1,"1","-0.5","7","detected","ms"
"sigma.psi.yr",0.221,0.122,0.329,1.018,0.2,"1","-0.5","7","detected","ms"
"mu.p",-0.204,-0.326,-0.074,1.014,-0.5,"1","-0.5","7","detected","ms"
"sigma.p.sp",0.488,0.393,0.605,1.002,NA,"1","-0.5","7","detected","ms"
"p.yr",-0.431,-0.537,-0.302,1.018,-0.5,"1","-0.5","7","detected","ms"
"sigma.p.site",1.188,1.144,1.237,1.002,1.5,"1","-0.5","7","detected","ms"
"per_chage_bci",43.4061575392153,37.2325702306268,50.9324298917958,NA,46.211715726001,"1","-0.5","7","detected","ms"
"mu.psi",-0.097,-0.232,0.066,1.417,0,"1","0","7","detected","ms"
"sigma.psi.sp",0.517,0.43,0.636,1.002,0.5,"1","0","7","detected","ms"
"mu.psi.yr",1.051,0.945,1.141,1.029,1,"1","0","7","detected","ms"
"sigma.psi.yr",0.191,0.106,0.292,0.998,0.2,"1","0","7","detected","ms"
"mu.p",-0.149,-0.28,0.012,1.031,-0.5,"1","0","7","detected","ms"
"sigma.p.sp",0.483,0.396,0.588,0.998,NA,"1","0","7","detected","ms"
"p.yr",-0.488,-0.603,-0.366,1.018,-0.5,"1","0","7","detected","ms"
"sigma.p.site",1.173,1.127,1.217,1.002,1.5,"1","0","7","detected","ms"
"per_chage_bci",51.7965328623341,44.0970134927918,58.885871776862,NA,46.211715726001,"1","0","7","detected","ms"
"mu.psi",0.018,-0.099,0.164,1.059,0,"-0.5","-0.5","8","detected","ms"
