"var.names","mean","2.5%","97.5%","Rhat","actual.val","mu.psi.yr","mu.v.yr","r","case","sp"
"sigma.p.site",1.509,1.448,1.569,0.999,1.5,"0","0","5","visits","ms"
"per_chage_bci",-0.362807962344015,-5.03776047255218,4.11823238151359,NA,0,"0","0","5","visits","ms"
"mu.psi",0.013,-0.104,0.125,1.07,0,"0.5","-0.5","5","visits","ms"
"sigma.psi.sp",0.524,0.431,0.629,1.005,0.5,"0.5","-0.5","5","visits","ms"
"mu.psi.yr",0.528,0.414,0.626,1.008,0.5,"0.5","-0.5","5","visits","ms"
"sigma.psi.yr",0.276,0.188,0.373,1.006,0.2,"0.5","-0.5","5","visits","ms"
"mu.p",-0.677,-0.846,-0.473,1.13,-0.5,"0.5","-0.5","5","visits","ms"
"sigma.p.sp",0.622,0.494,0.753,1.008,NA,"0.5","-0.5","5","visits","ms"
"p.yr",-0.472,-0.585,-0.374,1.009,-0.5,"0.5","-0.5","5","visits","ms"
"sigma.p.site",1.475,1.424,1.534,1.01,1.5,"0.5","-0.5","5","visits","ms"
"per_chage_bci",25.6197682574481,19.9692249436469,31.0830798079126,NA,24.4918662403709,"0.5","-0.5","5","visits","ms"
"mu.psi",-0.041,-0.152,0.089,1.098,0,"0.5","0","5","visits","ms"
"sigma.psi.sp",0.452,0.37,0.552,1.004,0.5,"0.5","0","5","visits","ms"
"mu.psi.yr",0.545,0.444,0.622,1.053,0.5,"0.5","0","5","visits","ms"
"sigma.psi.yr",0.156,0.082,0.236,1.025,0.2,"0.5","0","5","visits","ms"
"mu.p",-0.474,-0.602,-0.349,1.032,-0.5,"0.5","0","5","visits","ms"
"sigma.p.sp",0.474,0.396,0.564,1.019,NA,"0.5","0","5","visits","ms"
"p.yr",-0.547,-0.67,-0.435,1.048,-0.5,"0.5","0","5","visits","ms"
"sigma.p.site",1.479,1.426,1.535,1,1.5,"0.5","0","5","visits","ms"
"per_chage_bci",27.2969393831132,21.9423986068584,32.0176906197874,NA,24.4918662403709,"0.5","0","5","visits","ms"
"mu.psi",-0.037,-0.168,0.089,1.062,0,"1","-0.5","5","visits","ms"
"sigma.psi.sp",0.438,0.35,0.539,1.033,0.5,"1","-0.5","5","visits","ms"
"mu.psi.yr",1.013,0.912,1.11,1.021,1,"1","-0.5","5","visits","ms"
"sigma.psi.yr",0.127,0.006,0.254,1.159,0.2,"1","-0.5","5","visits","ms"
"mu.p",-0.678,-0.828,-0.519,1.059,-0.5,"1","-0.5","5","visits","ms"
"sigma.p.sp",0.52,0.435,0.634,1.01,NA,"1","-0.5","5","visits","ms"
"p.yr",-0.387,-0.508,-0.266,1,-0.5,"1","-0.5","5","visits","ms"
"sigma.p.site",1.546,1.495,1.604,0.998,1.5,"1","-0.5","5","visits","ms"
"per_chage_bci",48.0597312874426,41.3728727654058,54.7295100269185,NA,46.211715726001,"1","-0.5","5","visits","ms"
"mu.psi",-0.015,-0.165,0.109,1.252,0,"1","0","5","visits","ms"
"sigma.psi.sp",0.491,0.405,0.606,1.008,0.5,"1","0","5","visits","ms"
"mu.psi.yr",1.034,0.943,1.113,1.033,1,"1","0","5","visits","ms"
"sigma.psi.yr",0.087,0.01,0.201,1.27,0.2,"1","0","5","visits","ms"
"mu.p",-0.599,-0.745,-0.424,1.098,-0.5,"1","0","5","visits","ms"
"sigma.p.sp",0.489,0.407,0.573,1.002,NA,"1","0","5","visits","ms"
"p.yr",-0.515,-0.621,-0.391,1.017,-0.5,"1","0","5","visits","ms"
"sigma.p.site",1.483,1.432,1.539,1.007,1.5,"1","0","5","visits","ms"
"per_chage_bci",48.0987484241622,42.0675941041346,54.4593033985994,NA,46.211715726001,"1","0","5","visits","ms"
"mu.psi",0.035,-0.103,0.135,1.238,0,"-0.5","-0.5","6","visits","ms"
"sigma.psi.sp",0.567,0.469,0.694,1.016,0.5,"-0.5","-0.5","6","visits","ms"
"mu.psi.yr",-0.578,-0.681,-0.472,1.024,-0.5,"-0.5","-0.5","6","visits","ms"
"sigma.psi.yr",0.29,0.207,0.406,1.002,0.2,"-0.5","-0.5","6","visits","ms"
"mu.p",-0.699,-0.847,-0.559,1.222,-0.5,"-0.5","-0.5","6","visits","ms"
"sigma.p.sp",0.539,0.448,0.66,1.018,NA,"-0.5","-0.5","6","visits","ms"
"p.yr",-0.489,-0.626,-0.36,1.006,-0.5,"-0.5","-0.5","6","visits","ms"
"sigma.p.site",1.511,1.455,1.571,1.018,1.5,"-0.5","-0.5","6","visits","ms"
"per_chage_bci",-27.7606422127451,-32.3924353695757,-22.5712522762802,NA,-24.4918662403709,"-0.5","-0.5","6","visits","ms"
"mu.psi",0.044,-0.061,0.141,1.075,0,"-0.5","0","6","visits","ms"
"sigma.psi.sp",0.47,0.385,0.581,1.003,0.5,"-0.5","0","6","visits","ms"
"mu.psi.yr",-0.438,-0.532,-0.339,1.033,-0.5,"-0.5","0","6","visits","ms"
"sigma.psi.yr",0.235,0.17,0.303,1.006,0.2,"-0.5","0","6","visits","ms"
"mu.p",-0.415,-0.535,-0.289,1.144,-0.5,"-0.5","0","6","visits","ms"
"sigma.p.sp",0.49,0.387,0.592,1.002,NA,"-0.5","0","6","visits","ms"
"p.yr",-0.61,-0.754,-0.474,1.071,-0.5,"-0.5","0","6","visits","ms"
"sigma.p.site",1.542,1.477,1.605,1.012,1.5,"-0.5","0","6","visits","ms"
"per_chage_bci",-21.1811085004839,-25.6835470144682,-16.6227535960022,NA,-24.4918662403709,"-0.5","0","6","visits","ms"
"mu.psi",0.151,0.055,0.265,1.183,0,"-1","-0.5","6","visits","ms"
"sigma.psi.sp",0.415,0.328,0.506,1.007,0.5,"-1","-0.5","6","visits","ms"
"mu.psi.yr",-1.041,-1.155,-0.929,1.035,-1,"-1","-0.5","6","visits","ms"
"sigma.psi.yr",0.264,0.181,0.347,1.005,0.2,"-1","-0.5","6","visits","ms"
"mu.p",-0.56,-0.732,-0.405,1.16,-0.5,"-1","-0.5","6","visits","ms"
"sigma.p.sp",0.473,0.391,0.58,1.016,NA,"-1","-0.5","6","visits","ms"
"p.yr",-0.559,-0.717,-0.404,1.053,-0.5,"-1","-0.5","6","visits","ms"
"sigma.p.site",1.539,1.479,1.599,1.018,1.5,"-1","-0.5","6","visits","ms"
"per_chage_bci",-45.8188413949188,-49.9425478718449,-41.5685382459465,NA,-46.211715726001,"-1","-0.5","6","visits","ms"
"mu.psi",0.036,-0.065,0.153,1.086,0,"-1","0","6","visits","ms"
"sigma.psi.sp",0.519,0.435,0.643,1.004,0.5,"-1","0","6","visits","ms"
"mu.psi.yr",-1.05,-1.122,-0.968,0.997,-1,"-1","0","6","visits","ms"
"sigma.psi.yr",0.212,0.138,0.287,1.002,0.2,"-1","0","6","visits","ms"
"mu.p",-0.449,-0.59,-0.313,1.033,-0.5,"-1","0","6","visits","ms"
"sigma.p.sp",0.349,0.279,0.443,1.003,NA,"-1","0","6","visits","ms"
"p.yr",-0.46,-0.602,-0.315,1.018,-0.5,"-1","0","6","visits","ms"
"sigma.p.site",1.481,1.43,1.537,0.998,1.5,"-1","0","6","visits","ms"
"per_chage_bci",-47.6695420896226,-50.2453674662815,-44.672829772348,NA,-46.211715726001,"-1","0","6","visits","ms"
"mu.psi",-0.052,-0.185,0.066,1.21,0,"0","-0.5","6","visits","ms"
"sigma.psi.sp",0.523,0.429,0.65,1.017,0.5,"0","-0.5","6","visits","ms"
"mu.psi.yr",-0.032,-0.129,0.064,1.014,0,"0","-0.5","6","visits","ms"
"sigma.psi.yr",0.246,0.172,0.347,1.059,0.2,"0","-0.5","6","visits","ms"
"mu.p",-0.479,-0.632,-0.364,0.998,-0.5,"0","-0.5","6","visits","ms"
"sigma.p.sp",0.535,0.447,0.657,1.002,NA,"0","-0.5","6","visits","ms"
"p.yr",-0.514,-0.631,-0.384,1.024,-0.5,"0","-0.5","6","visits","ms"
"sigma.p.site",1.421,1.367,1.484,1.002,1.5,"0","-0.5","6","visits","ms"
"per_chage_bci",-1.61920671304572,-6.64579018075881,3.39040852742763,NA,0,"0","-0.5","6","visits","ms"
"mu.psi",-0.049,-0.158,0.084,1.092,0,"0","0","6","visits","ms"
"sigma.psi.sp",0.52,0.421,0.623,1.003,0.5,"0","0","6","visits","ms"
"mu.psi.yr",-0.016,-0.115,0.062,1.057,0,"0","0","6","visits","ms"
"sigma.psi.yr",0.155,0.09,0.232,1.066,0.2,"0","0","6","visits","ms"
"mu.p",-0.476,-0.599,-0.315,1.07,-0.5,"0","0","6","visits","ms"
"sigma.p.sp",0.493,0.399,0.592,1.009,NA,"0","0","6","visits","ms"
"p.yr",-0.56,-0.693,-0.428,1.027,-0.5,"0","0","6","visits","ms"
"sigma.p.site",1.509,1.461,1.556,0.996,1.5,"0","0","6","visits","ms"
"per_chage_bci",-0.790767804284585,-5.82796545463677,3.16165023851016,NA,0,"0","0","6","visits","ms"
"mu.psi",-0.073,-0.199,0.025,1.079,0,"0.5","-0.5","6","visits","ms"
"sigma.psi.sp",0.477,0.394,0.58,1.006,0.5,"0.5","-0.5","6","visits","ms"
"mu.psi.yr",0.474,0.367,0.567,1.05,0.5,"0.5","-0.5","6","visits","ms"
"sigma.psi.yr",0.209,0.107,0.324,1.049,0.2,"0.5","-0.5","6","visits","ms"
"mu.p",-0.482,-0.649,-0.304,1.074,-0.5,"0.5","-0.5","6","visits","ms"
"sigma.p.sp",0.509,0.416,0.623,1.009,NA,"0.5","-0.5","6","visits","ms"
"p.yr",-0.557,-0.675,-0.432,1.074,-0.5,"0.5","-0.5","6","visits","ms"
"sigma.p.site",1.474,1.421,1.532,0.996,1.5,"0.5","-0.5","6","visits","ms"
"per_chage_bci",24.3406905585206,17.8615912566985,30.0613598985327,NA,24.4918662403709,"0.5","-0.5","6","visits","ms"
"mu.psi",-0.018,-0.218,0.148,1.227,0,"0.5","0","6","visits","ms"
"sigma.psi.sp",0.635,0.52,0.792,1.021,0.5,"0.5","0","6","visits","ms"
"mu.psi.yr",0.514,0.412,0.609,1.031,0.5,"0.5","0","6","visits","ms"
"sigma.psi.yr",0.235,0.16,0.338,1.02,0.2,"0.5","0","6","visits","ms"
"mu.p",-0.564,-0.71,-0.414,1.411,-0.5,"0.5","0","6","visits","ms"
"sigma.p.sp",0.492,0.386,0.609,0.999,NA,"0.5","0","6","visits","ms"
"p.yr",-0.527,-0.651,-0.389,1.137,-0.5,"0.5","0","6","visits","ms"
"sigma.p.site",1.498,1.441,1.556,1.036,1.5,"0.5","0","6","visits","ms"
"per_chage_bci",25.4377053124159,20.1541523684268,31.447035788452,NA,24.4918662403709,"0.5","0","6","visits","ms"
"mu.psi",-0.046,-0.17,0.067,1.052,0,"1","-0.5","6","visits","ms"
"sigma.psi.sp",0.458,0.376,0.542,1.001,0.5,"1","-0.5","6","visits","ms"
"mu.psi.yr",0.997,0.877,1.114,1.053,1,"1","-0.5","6","visits","ms"
"sigma.psi.yr",0.161,0.049,0.305,1.019,0.2,"1","-0.5","6","visits","ms"
"mu.p",-0.562,-0.723,-0.42,1.074,-0.5,"1","-0.5","6","visits","ms"
"sigma.p.sp",0.453,0.372,0.548,0.998,NA,"1","-0.5","6","visits","ms"
"p.yr",-0.413,-0.574,-0.272,1.062,-0.5,"1","-0.5","6","visits","ms"
"sigma.p.site",1.506,1.45,1.563,1.01,1.5,"1","-0.5","6","visits","ms"
"per_chage_bci",47.6765944414829,41.3424122845765,53.9679846324266,NA,46.211715726001,"1","-0.5","6","visits","ms"
"mu.psi",-0.059,-0.18,0.104,1.228,0,"1","0","6","visits","ms"
"sigma.psi.sp",0.531,0.441,0.651,1.012,0.5,"1","0","6","visits","ms"
"mu.psi.yr",0.995,0.912,1.081,1.027,1,"1","0","6","visits","ms"
"sigma.psi.yr",0.105,0.008,0.219,1.274,0.2,"1","0","6","visits","ms"
"mu.p",-0.626,-0.762,-0.477,1.19,-0.5,"1","0","6","visits","ms"
"sigma.p.sp",0.483,0.399,0.578,1.003,NA,"1","0","6","visits","ms"
"p.yr",-0.418,-0.548,-0.295,1.004,-0.5,"1","0","6","visits","ms"
"sigma.p.site",1.471,1.42,1.522,1.009,1.5,"1","0","6","visits","ms"
"per_chage_bci",48.0480669554412,42.2020875717537,53.6079110679702,NA,46.211715726001,"1","0","6","visits","ms"
"mu.psi",0.014,-0.081,0.117,1.112,0,"-0.5","-0.5","7","visits","ms"
"sigma.psi.sp",0.493,0.403,0.592,1.011,0.5,"-0.5","-0.5","7","visits","ms"
"mu.psi.yr",-0.506,-0.611,-0.398,1.036,-0.5,"-0.5","-0.5","7","visits","ms"
"sigma.psi.yr",0.214,0.134,0.291,1.03,0.2,"-0.5","-0.5","7","visits","ms"
"mu.p",-0.588,-0.774,-0.413,1.03,-0.5,"-0.5","-0.5","7","visits","ms"
"sigma.p.sp",0.557,0.455,0.665,1.017,NA,"-0.5","-0.5","7","visits","ms"
"p.yr",-0.558,-0.71,-0.423,1.004,-0.5,"-0.5","-0.5","7","visits","ms"
"sigma.p.site",1.463,1.408,1.519,1.003,1.5,"-0.5","-0.5","7","visits","ms"
"per_chage_bci",-24.5948533689511,-29.6629870124163,-20.0253386760474,NA,-24.4918662403709,"-0.5","-0.5","7","visits","ms"
"mu.psi",0.121,-0.003,0.244,0.995,0,"-0.5","0","7","visits","ms"
"sigma.psi.sp",0.567,0.456,0.689,1.014,0.5,"-0.5","0","7","visits","ms"
"mu.psi.yr",-0.575,-0.655,-0.494,1.056,-0.5,"-0.5","0","7","visits","ms"
"sigma.psi.yr",0.129,0.044,0.224,1.038,0.2,"-0.5","0","7","visits","ms"
"mu.p",-0.507,-0.648,-0.369,1.015,-0.5,"-0.5","0","7","visits","ms"
"sigma.p.sp",0.46,0.383,0.556,1.019,NA,"-0.5","0","7","visits","ms"
"p.yr",-0.455,-0.572,-0.324,1.048,-0.5,"-0.5","0","7","visits","ms"
"sigma.p.site",1.452,1.398,1.507,1.01,1.5,"-0.5","0","7","visits","ms"
"per_chage_bci",-26.7227747075944,-30.1619431370542,-23.3666665879261,NA,-24.4918662403709,"-0.5","0","7","visits","ms"
"mu.psi",0.017,-0.083,0.104,1.006,0,"-1","-0.5","7","visits","ms"
"sigma.psi.sp",0.518,0.414,0.629,1.014,0.5,"-1","-0.5","7","visits","ms"
"mu.psi.yr",-0.982,-1.069,-0.887,1.057,-1,"-1","-0.5","7","visits","ms"
"sigma.psi.yr",0.133,0.035,0.253,1.086,0.2,"-1","-0.5","7","visits","ms"
"mu.p",-0.557,-0.712,-0.422,1.024,-0.5,"-1","-0.5","7","visits","ms"
"sigma.p.sp",0.47,0.388,0.585,1.002,NA,"-1","-0.5","7","visits","ms"
"p.yr",-0.542,-0.692,-0.38,1.048,-0.5,"-1","-0.5","7","visits","ms"
"sigma.p.site",1.475,1.412,1.537,0.997,1.5,"-1","-0.5","7","visits","ms"
"per_chage_bci",-45.276918796075,-48.4417505650097,-41.6102473504658,NA,-46.211715726001,"-1","-0.5","7","visits","ms"
"mu.psi",0.05,-0.067,0.172,1.083,0,"-1","0","7","visits","ms"
"sigma.psi.sp",0.491,0.4,0.591,1.004,0.5,"-1","0","7","visits","ms"
"mu.psi.yr",-0.995,-1.077,-0.911,1.014,-1,"-1","0","7","visits","ms"
"sigma.psi.yr",0.181,0.102,0.252,1.004,0.2,"-1","0","7","visits","ms"
"mu.p",-0.413,-0.547,-0.262,1.015,-0.5,"-1","0","7","visits","ms"
"sigma.p.sp",0.481,0.393,0.596,1.005,NA,"-1","0","7","visits","ms"
"p.yr",-0.532,-0.669,-0.378,1.007,-0.5,"-1","0","7","visits","ms"
"sigma.p.site",1.531,1.475,1.588,0.996,1.5,"-1","0","7","visits","ms"
"per_chage_bci",-45.3585557858345,-48.8720970425381,-41.9976046300393,NA,-46.211715726001,"-1","0","7","visits","ms"
"mu.psi",0.128,0.005,0.314,1.611,0,"0","-0.5","7","visits","ms"
"sigma.psi.sp",0.493,0.409,0.61,1.062,0.5,"0","-0.5","7","visits","ms"
"mu.psi.yr",-0.054,-0.137,0.03,1.047,0,"0","-0.5","7","visits","ms"
"sigma.psi.yr",0.156,0.084,0.242,1.015,0.2,"0","-0.5","7","visits","ms"
"mu.p",-0.471,-0.699,-0.322,1.455,-0.5,"0","-0.5","7","visits","ms"
"sigma.p.sp",0.564,0.459,0.677,1.021,NA,"0","-0.5","7","visits","ms"
"p.yr",-0.5,-0.632,-0.375,1.053,-0.5,"0","-0.5","7","visits","ms"
"sigma.p.site",1.533,1.475,1.598,1.002,1.5,"0","-0.5","7","visits","ms"
"per_chage_bci",-2.51902325257232,-6.44087439057238,1.41956530147064,NA,0,"0","-0.5","7","visits","ms"
"mu.psi",-0.029,-0.149,0.096,1.163,0,"0","0","7","visits","ms"
"sigma.psi.sp",0.466,0.383,0.57,1.011,0.5,"0","0","7","visits","ms"
"mu.psi.yr",0.041,-0.045,0.126,1.035,0,"0","0","7","visits","ms"
"sigma.psi.yr",0.177,0.078,0.269,1.06,0.2,"0","0","7","visits","ms"
"mu.p",-0.466,-0.592,-0.315,1.03,-0.5,"0","0","7","visits","ms"
"sigma.p.sp",0.491,0.398,0.614,1.004,NA,"0","0","7","visits","ms"
"p.yr",-0.587,-0.708,-0.48,1.095,-0.5,"0","0","7","visits","ms"
"sigma.p.site",1.482,1.426,1.532,1.027,1.5,"0","0","7","visits","ms"
"per_chage_bci",2.07251208571756,-2.26885018010707,6.45868526423724,NA,0,"0","0","7","visits","ms"
"mu.psi",0.097,-0.035,0.215,1.035,0,"0.5","-0.5","7","visits","ms"
"sigma.psi.sp",0.505,0.404,0.603,1.005,0.5,"0.5","-0.5","7","visits","ms"
"mu.psi.yr",0.463,0.35,0.576,1.033,0.5,"0.5","-0.5","7","visits","ms"
"sigma.psi.yr",0.268,0.189,0.355,1.004,0.2,"0.5","-0.5","7","visits","ms"
"mu.p",-0.649,-0.855,-0.467,1.205,-0.5,"0.5","-0.5","7","visits","ms"
"sigma.p.sp",0.516,0.42,0.619,1.005,NA,"0.5","-0.5","7","visits","ms"
"p.yr",-0.396,-0.535,-0.241,1.09,-0.5,"0.5","-0.5","7","visits","ms"
"sigma.p.site",1.512,1.459,1.569,1.002,1.5,"0.5","-0.5","7","visits","ms"
"per_chage_bci",21.4209892730376,15.837615891371,27.0768999304942,NA,24.4918662403709,"0.5","-0.5","7","visits","ms"
"mu.psi",0.003,-0.139,0.122,1.192,0,"0.5","0","7","visits","ms"
"sigma.psi.sp",0.513,0.418,0.625,1.005,0.5,"0.5","0","7","visits","ms"
"mu.psi.yr",0.552,0.449,0.647,1.012,0.5,"0.5","0","7","visits","ms"
"sigma.psi.yr",0.251,0.166,0.338,1.112,0.2,"0.5","0","7","visits","ms"
"mu.p",-0.439,-0.58,-0.304,1.08,-0.5,"0.5","0","7","visits","ms"
"sigma.p.sp",0.452,0.373,0.534,1.028,NA,"0.5","0","7","visits","ms"
"p.yr",-0.511,-0.644,-0.388,1.072,-0.5,"0.5","0","7","visits","ms"
"sigma.p.site",1.491,1.437,1.539,1.008,1.5,"0.5","0","7","visits","ms"
"per_chage_bci",26.8860453621462,22.0090674619319,32.8135257433024,NA,24.4918662403709,"0.5","0","7","visits","ms"
"mu.psi",-0.007,-0.124,0.147,1.326,0,"1","-0.5","7","visits","ms"
"sigma.psi.sp",0.526,0.42,0.639,1.013,0.5,"1","-0.5","7","visits","ms"
"mu.psi.yr",0.902,0.789,1.02,1.013,1,"1","-0.5","7","visits","ms"
"sigma.psi.yr",0.218,0.096,0.328,1.04,0.2,"1","-0.5","7","visits","ms"
"mu.p",-0.573,-0.695,-0.422,1.041,-0.5,"1","-0.5","7","visits","ms"
"sigma.p.sp",0.478,0.402,0.582,1.023,NA,"1","-0.5","7","visits","ms"
"p.yr",-0.425,-0.543,-0.32,1.048,-0.5,"1","-0.5","7","visits","ms"
"sigma.p.site",1.503,1.447,1.555,1.002,1.5,"1","-0.5","7","visits","ms"
"per_chage_bci",42.5132595627107,36.5349123632679,49.2236943945698,NA,46.211715726001,"1","-0.5","7","visits","ms"
"mu.psi",-0.07,-0.172,0.028,1.127,0,"1","0","7","visits","ms"
"sigma.psi.sp",0.512,0.43,0.635,1.001,0.5,"1","0","7","visits","ms"
"mu.psi.yr",1.035,0.956,1.125,1,1,"1","0","7","visits","ms"
"sigma.psi.yr",0.189,0.087,0.295,1.036,0.2,"1","0","7","visits","ms"
"mu.p",-0.532,-0.667,-0.387,1.017,-0.5,"1","0","7","visits","ms"
"sigma.p.sp",0.479,0.395,0.587,1.006,NA,"1","0","7","visits","ms"
"p.yr",-0.437,-0.542,-0.32,1.096,-0.5,"1","0","7","visits","ms"
"sigma.p.site",1.503,1.448,1.553,1.001,1.5,"1","0","7","visits","ms"
"per_chage_bci",50.0878342181767,45.106290820485,56.2485927823701,NA,46.211715726001,"1","0","7","visits","ms"
"mu.psi",0.005,-0.118,0.145,1.357,0,"-0.5","-0.5","8","visits","ms"
"sigma.psi.sp",0.499,0.4,0.616,0.999,0.5,"-0.5","-0.5","8","visits","ms"
"mu.psi.yr",-0.546,-0.66,-0.429,1.049,-0.5,"-0.5","-0.5","8","visits","ms"
"sigma.psi.yr",0.281,0.196,0.367,1.013,0.2,"-0.5","-0.5","8","visits","ms"
"mu.p",-0.587,-0.746,-0.455,1.212,-0.5,"-0.5","-0.5","8","visits","ms"
"sigma.p.sp",0.545,0.441,0.659,1.011,NA,"-0.5","-0.5","8","visits","ms"
"p.yr",-0.45,-0.586,-0.3,1.012,-0.5,"-0.5","-0.5","8","visits","ms"
"sigma.p.site",1.516,1.457,1.577,1.013,1.5,"-0.5","-0.5","8","visits","ms"
"per_chage_bci",-26.5295925727113,-31.4253665105876,-21.6315038691384,NA,-24.4918662403709,"-0.5","-0.5","8","visits","ms"
"mu.psi",-0.056,-0.168,0.041,1.128,0,"-0.5","0","8","visits","ms"
"sigma.psi.sp",0.485,0.392,0.585,0.996,0.5,"-0.5","0","8","visits","ms"
"mu.psi.yr",-0.572,-0.659,-0.481,1.058,-0.5,"-0.5","0","8","visits","ms"
"sigma.psi.yr",0.176,0.107,0.246,1.012,0.2,"-0.5","0","8","visits","ms"
"mu.p",-0.447,-0.604,-0.303,1.045,-0.5,"-0.5","0","8","visits","ms"
"sigma.p.sp",0.537,0.447,0.642,0.997,NA,"-0.5","0","8","visits","ms"
"p.yr",-0.499,-0.654,-0.366,1.044,-0.5,"-0.5","0","8","visits","ms"
"sigma.p.site",1.542,1.489,1.604,1.02,1.5,"-0.5","0","8","visits","ms"
"per_chage_bci",-28.3572627825002,-32.4079037295307,-24.1717715940973,NA,-24.4918662403709,"-0.5","0","8","visits","ms"
"mu.psi",0.035,-0.099,0.179,1.031,0,"-1","-0.5","8","visits","ms"
"sigma.psi.sp",0.575,0.469,0.697,1.005,0.5,"-1","-0.5","8","visits","ms"
"mu.psi.yr",-0.981,-1.08,-0.903,1.164,-1,"-1","-0.5","8","visits","ms"
"sigma.psi.yr",0.109,0.031,0.195,1.208,0.2,"-1","-0.5","8","visits","ms"
"mu.p",-0.441,-0.552,-0.316,1.064,-0.5,"-1","-0.5","8","visits","ms"
"sigma.p.sp",0.495,0.404,0.597,1.002,NA,"-1","-0.5","8","visits","ms"
"p.yr",-0.48,-0.637,-0.345,1.049,-0.5,"-1","-0.5","8","visits","ms"
"sigma.p.site",1.493,1.438,1.559,1.001,1.5,"-1","-0.5","8","visits","ms"
"per_chage_bci",-44.9950167123444,-48.7187941865885,-41.1343408572271,NA,-46.211715726001,"-1","-0.5","8","visits","ms"
"mu.psi",0.069,-0.061,0.178,1.167,0,"-1","0","8","visits","ms"
"sigma.psi.sp",0.523,0.434,0.63,1.008,0.5,"-1","0","8","visits","ms"
"mu.psi.yr",-0.952,-1.038,-0.866,1.007,-1,"-1","0","8","visits","ms"
"sigma.psi.yr",0.186,0.12,0.266,1.007,0.2,"-1","0","8","visits","ms"
"mu.p",-0.596,-0.742,-0.466,1.113,-0.5,"-1","0","8","visits","ms"
"sigma.p.sp",0.559,0.467,0.687,1.001,NA,"-1","0","8","visits","ms"
"p.yr",-0.546,-0.675,-0.417,1.074,-0.5,"-1","0","8","visits","ms"
"sigma.p.site",1.521,1.459,1.575,1.004,1.5,"-1","0","8","visits","ms"
"per_chage_bci",-43.3960043818183,-46.5610264334526,-40.0918782219813,NA,-46.211715726001,"-1","0","8","visits","ms"
"mu.psi",-0.136,-0.308,0,2.05,0,"0","-0.5","8","visits","ms"
"sigma.psi.sp",0.55,0.448,0.678,1,0.5,"0","-0.5","8","visits","ms"
"mu.psi.yr",0.115,0.01,0.241,1.038,0,"0","-0.5","8","visits","ms"
"sigma.psi.yr",0.178,0.074,0.274,1.062,0.2,"0","-0.5","8","visits","ms"
"mu.p",-0.691,-0.838,-0.567,0.999,-0.5,"0","-0.5","8","visits","ms"
"sigma.p.sp",0.444,0.352,0.557,0.999,NA,"0","-0.5","8","visits","ms"
"p.yr",-0.521,-0.676,-0.396,1.007,-0.5,"0","-0.5","8","visits","ms"
"sigma.p.site",1.468,1.404,1.532,0.997,1.5,"0","-0.5","8","visits","ms"
"per_chage_bci",6.15867562283722,0.548751977011543,12.9707685814858,NA,0,"0","-0.5","8","visits","ms"
"mu.psi",0.003,-0.108,0.134,1.502,0,"0","0","8","visits","ms"
"sigma.psi.sp",0.536,0.44,0.657,1.015,0.5,"0","0","8","visits","ms"
"mu.psi.yr",-0.049,-0.13,0.036,1.065,0,"0","0","8","visits","ms"
"sigma.psi.yr",0.16,0.091,0.239,1.008,0.2,"0","0","8","visits","ms"
"mu.p",-0.457,-0.644,-0.283,1.21,-0.5,"0","0","8","visits","ms"
"sigma.p.sp",0.509,0.417,0.612,1.005,NA,"0","0","8","visits","ms"
"p.yr",-0.474,-0.602,-0.324,1.096,-0.5,"0","0","8","visits","ms"
"sigma.p.site",1.557,1.498,1.617,1.001,1.5,"0","0","8","visits","ms"
"per_chage_bci",-2.40637964839282,-6.47444309645957,1.87960874229987,NA,0,"0","0","8","visits","ms"
"mu.psi",-0.001,-0.121,0.112,1.433,0,"0.5","-0.5","8","visits","ms"
"sigma.psi.sp",0.506,0.401,0.609,1.001,0.5,"0.5","-0.5","8","visits","ms"
"mu.psi.yr",0.565,0.473,0.666,1.037,0.5,"0.5","-0.5","8","visits","ms"
"sigma.psi.yr",0.201,0.109,0.308,1.023,0.2,"0.5","-0.5","8","visits","ms"
"mu.p",-0.594,-0.77,-0.426,1.276,-0.5,"0.5","-0.5","8","visits","ms"
"sigma.p.sp",0.506,0.418,0.611,1.002,NA,"0.5","-0.5","8","visits","ms"
"p.yr",-0.463,-0.571,-0.347,1.018,-0.5,"0.5","-0.5","8","visits","ms"
"sigma.p.site",1.466,1.413,1.525,1.015,1.5,"0.5","-0.5","8","visits","ms"
"per_chage_bci",27.5604562300682,22.6442356452273,32.7243772946711,NA,24.4918662403709,"0.5","-0.5","8","visits","ms"
"mu.psi",-0.062,-0.234,0.047,1.135,0,"0.5","0","8","visits","ms"
"sigma.psi.sp",0.478,0.385,0.59,1.012,0.5,"0.5","0","8","visits","ms"
"mu.psi.yr",0.567,0.464,0.671,1.013,0.5,"0.5","0","8","visits","ms"
"sigma.psi.yr",0.214,0.128,0.306,1.02,0.2,"0.5","0","8","visits","ms"
"mu.p",-0.49,-0.633,-0.343,1.133,-0.5,"0.5","0","8","visits","ms"
"sigma.p.sp",0.551,0.452,0.659,1.005,NA,"0.5","0","8","visits","ms"
"p.yr",-0.533,-0.64,-0.401,1.026,-0.5,"0.5","0","8","visits","ms"
"sigma.p.site",1.498,1.441,1.555,1.021,1.5,"0.5","0","8","visits","ms"
"per_chage_bci",28.7181751267737,23.7336073586627,34.5163320411506,NA,24.4918662403709,"0.5","0","8","visits","ms"
